Print File Name,Date,Total Print Time,Estimated Material Area (in),Estimated Material Length,Print Length,Print Area,Estimated Percentage of Waste,Material,Ink Consumption cc sq ft,Printer,Minutes of Print Time,Total Ink Used For Print,Day of Week,Empty Space
2_18x24_Meetings_Dues_Sign_4-30-24_CORPL1824,2024-04-30,0 days 00:06:33,864.0,36.0,36.0,864.0,0.0,"Corragated Plastic 18"" x 24"" sheet",1.638095,HP,6.55,9.828570000000001,Tuesday,0.0
2_22x28_Cardinals_3_various_signs_5-14-24_PVC3,2024-05-15,0 days 00:08:55,1234.8,44.1,44.1,1234.8,0.0,PVC 3mm 4' x 8' sheet,1.638095,HP,8.916666666666666,14.046664625,Wednesday,0.0
2_DNI_18_X24_Adult_Pool_Area_signs_ALM1824,2024-05-22,0 days 00:09:07,432.0,18.0,18.0,432.0,0.0,Aluminum 18 x 24 sheets,1.638095,HP,9.116666666666667,4.9142850000000005,Wednesday,0.0
2_Friendship_Village_SNR_Delivery_coros_5_30_24_CORPL1824,2024-05-31,0 days 00:04:22,432.0,24.0,24.0,432.0,0.0,"Corragated Plastic 18"" x 24"" sheet",1.638095,HP,4.366666666666666,4.9142850000000005,Friday,0.0
2_hiring_vinyl_signs_CORPL23,2024-04-18,0 days 00:07:25,3528.0,98.0,98.0,3528.0,0.0,Corragated Plastic 2' x 3' sheet,1.638095,HP,7.416666666666667,40.1333275,Thursday,0.0
2_McCarthy_4.23.24_ALMS3,2024-04-26,0 days 01:02:28,13824.0,288.0,288.0,13824.0,0.0,Aluminum 3mm acm 4' x 8' sheet,1.638095,HP,62.46666666666667,157.25712000000001,Friday,0.0
2_Pool_Signs_ALL_5-22-24_ALMS08,2024-05-22,0 days 00:19:30,4512.0,94.0,94.0,4512.0,0.0,Aluminum .08 4' x 8' sheet,1.638095,HP,19.5,51.32697666666667,Wednesday,0.0
2_SSM_Sponsor_Signs_CORPL1824,2024-04-15,0 days 00:02:29,432.0,18.0,18.0,432.0,0.0,"Corragated Plastic 18"" x 24"" sheet",1.638095,HP,2.4833333333333334,4.9142850000000005,Monday,0.0
2_WWT_-_Various_Ship_Recieve_signs_4-25-24_ALMS08,2024-05-02,0 days 00:12:38,2308.8,48.1,48.1,2308.8,0.0,Aluminum .08 4' x 8' sheet,1.638095,HP,12.633333333333333,26.26412316666667,Thursday,0.0
2-Various_Signs_McCarthy_8-15-24_No_Tres_14x10_ALMS3,2024-08-20,0 days 00:19:30,4612.8,96.1,96.1,4612.8,0.0,Aluminum 3mm acm 4' x 8' sheet,1.200405827,HP,19.5,38.452999991566664,Tuesday,0.0
2.5x4.5_AC_HEAT_PVC_9-10-24_PVC3,2024-09-10,0 days 00:05:12,371.25,13.5,13.5,371.25,0.0,PVC 3mm 4' x 8' sheet,0.4914424242,HP,5.2,1.266999999890625,Tuesday,0.0
2024_Forbes_24x36__Need_17_SF__7-15-24_CORPLS,2024-07-16,0 days 00:33:08,9225.6,192.2,192.2,9225.6,0.0,Corragated Plastic 4' x 8' sheet,2.284776275,HP,33.13333333333333,146.37800001833332,Tuesday,0.0
2024_Forbes_24x36__Need_17_SF__7-15-24_P2_CORPLS,2024-07-16,0 days 00:14:58,4612.8,96.1,96.1,4612.8,0.0,Corragated Plastic 4' x 8' sheet,0.9523204995,HP,14.966666666666667,30.506000000649998,Tuesday,0.0
2024_Forbes_24x36__Need_17_SF__7-15-24_P3_CORPLS,2024-07-16,0 days 00:14:43,4420.8,92.1,92.1,4420.8,0.0,Corragated Plastic 4' x 8' sheet,1.125895765,HP,14.716666666666667,34.56499998550001,Tuesday,0.0
2024_Forbes_24x36__Need_17_SF__7-15-24_P4_CORPL23,2024-07-16,0 days 00:08:27,867.6,24.1,24.1,867.6,0.0,Corragated Plastic 2' x 3' sheet,1.214771784,HP,8.45,7.318999998600001,Tuesday,0.0
2024_HSSU_No_Smoking_12x18_Need_48__7-10-24_ALMS063,2024-07-15,0 days 00:44:53,8640.0,180.0,180.0,8640.0,0.0,Aluminum .063,3.0142,HP,44.88333333333333,180.852,Monday,0.0
2024_HSSU_No_Smoking_12x18_Need_48__7-10-24_P2_ALMS063,2024-07-15,0 days 00:14:53,1732.8,36.1,36.1,1732.8,0.0,Aluminum .063,1.502825485,HP,14.883333333333333,18.084000002833335,Monday,0.0
20x_-_Yard_Signs_18x24__2-23-24_CORPL1824,2024-02-26,0 days 00:55:45,53164.8,0.0,0.0,53164.8,0.0,"Corragated Plastic 18"" x 24"" sheet",1.638095,HP,55.75,604.7846740000001,Monday,0.0
20x11 Coro Date Signs 4-12-24 & SSM Sponsor Signs_CORPLS,2024-04-15,0 days 00:12:12,3840.0,80.0,80.0,3840.0,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,12.2,43.68253333333334,Monday,0.0
20x14_Pool_Capacity_need_20_7-19-24_ALMS3,2024-07-22,0 days 00:17:15,3364.2,80.1,80.1,3364.2,0.0,Aluminum 3mm acm 4' x 8' sheet,0.8102728732,HP,17.25,18.930000000134996,Monday,0.0
20x14_Pool_Capacity_need_20_7-19-24_P2_ALMS3,2024-07-22,0 days 00:10:03,2242.8,80.1,80.1,2242.8,0.0,Aluminum 3mm acm 4' x 8' sheet,0.8101444623,HP,10.05,12.618000000322501,Monday,0.0
20x20_First_Aid_5-8-24_CORPL23~1,2024-05-09,0 days 00:01:41,402.0,20.1,20.1,402.0,0.0,Corragated Plastic 2' x 3' sheet,1.638095,HP,1.6833333333333333,4.5730152083333335,Thursday,0.0
20x20_First_Aid_5-8-24_CORPLS,2024-05-09,0 days 00:48:38,19200.0,480.0,480.0,19200.0,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,48.63333333333333,218.4126666666667,Thursday,0.0
24x18_Innovative_St_Louis_Standard_sign__5-29-24_CORPLS,2024-05-29,0 days 02:12:10,86400.0,1800.0,1800.0,86400.0,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,132.16666666666666,982.8570000000001,Wednesday,0.0
24x22_Gina_Bundy_SAMPLE_+_only_sign_2x3_1_+vianey_ticket_scan_CORPLS~1,2024-08-21,0 days 00:16:20,4608.0,96.0,96.0,4608.0,0.0,Corragated Plastic 4' x 8' sheet,1.01228125,HP,16.333333333333332,32.393,Wednesday,0.0
24x24_coro_signs_Need_8_7-31-24_CORPLS,2024-08-15,0 days 00:18:02,4603.2,95.9,95.9,4603.2,0.0,Corragated Plastic 4' x 8' sheet,0.8396871741,HP,18.033333333333335,26.84199999873,Thursday,0.0
24x24_Diode_Dynamics_sign_need_2__3-4-24_CORPLS,2024-03-05,0 days 00:04:58,1156.8,24.1,24.1,1156.8,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,4.966666666666667,13.159363166666667,Tuesday,0.0
24x24_NAIC1_staging_area_7-15-24_CORPL23,2024-07-15,0 days 00:05:17,576.0,24.0,24.0,576.0,0.0,Corragated Plastic 2' x 3' sheet,0.6045,HP,5.283333333333333,2.418,Monday,0.0
24X24_No_Trespassing_need_6___6-24-24_ALMR,2024-06-27,0 days 00:33:55,3456.0,72.0,72.0,3456.0,0.0,Reflective Aluminum 4' x 8' sheet,0.2756666667,HP,33.916666666666664,6.6160000008,Thursday,0.0
24x36_3_total_3mm_Poly-Metal_9-13-24_+_Tied_In_Jewelry_ALMS3,2024-09-19,0 days 00:18:08,3460.8,72.1,72.1,3460.8,0.0,Aluminum 3mm acm 4' x 8' sheet,0.08184466019,HP,18.133333333333333,1.9669999998996668,Thursday,0.0
24x36_No_Park_No_Standing_No_Stopping_Signs_5-1-24_CORPLS,2024-05-02,0 days 00:57:21,18451.2,384.4,384.4,18451.2,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,57.35,209.89457266666668,Thursday,0.0
24x36_VOTE_NO_ON_3__10-24-24_CORPL23,2024-10-24,0 days 00:19:27,1728.0,72.0,72.0,1728.0,0.0,Corragated Plastic 2' x 3' sheet,4.905333333,HP,19.45,58.863999996,Thursday,0.0
2A__2x3_dF_coro_signs_2_of_each_3-26-24_CORPL23,2024-03-26,0 days 00:07:46,864.0,24.0,24.0,864.0,0.0,Corragated Plastic 2' x 3' sheet,1.638095,HP,7.766666666666667,9.828570000000001,Tuesday,0.0
2B__2x3_dF_coro_signs_2_of_each_3-26-24_CORPL23,2024-03-26,0 days 00:08:56,864.0,24.0,24.0,864.0,0.0,Corragated Plastic 2' x 3' sheet,1.638095,HP,8.933333333333334,9.828570000000001,Tuesday,0.0
2x_Spring_Charity_Lug_On_19.5x19.5__Need_17_total__3-13-24_CORPLS,2024-03-18,0 days 00:18:32,6084.0,156.0,156.0,6084.0,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,18.533333333333335,69.20951375,Monday,0.0
2x3_A_Frame_Insert_Signs_6-4-24_CORPLS,2024-06-05,0 days 00:06:55,3463.2,48.1,48.1,3463.2,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,6.916666666666667,39.396184749999996,Wednesday,0.0
2x3_A_Frame_Insert_Signs_6-4-24_p2_CORPLS,2024-06-05,0 days 00:04:50,3459.6,96.1,96.1,3459.6,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,4.833333333333333,39.355232375,Wednesday,0.0
2x3_a_frame_inserts_5-9-24_CORPL23,,0 days 00:21:09,2592.0,72.0,72.0,2592.0,0.0,Corragated Plastic 2' x 3' sheet,1.638095,HP,21.15,29.48571,,0.0
2x3_Celebration_Sign_3-20-24_CORPLS,2024-03-20,0 days 00:07:12,1728.0,36.0,36.0,1728.0,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,7.2,19.657140000000002,Wednesday,0.0
2x3_Chart_Final__5-13-24_UFS,2024-05-15,0 days 00:12:03,0.0,0.0,0.0,0.0,,Ultra Foam Sheet 4' x 8',1.638095,HP,12.05,0.0,Wednesday,0.0
2x3_Const_RUSH_Signs_5-SF__8-19-24_CORPLS,2024-08-20,0 days 00:18:05,4603.2,4603.2,4603.2,4603.2,0.0,Corragated Plastic 4' x 8' sheet,1.652940563,HP,18.083333333333332,52.83899999723333,Tuesday,0.0
2x3_forklift_sign_6-26-24_ALMS3,2024-06-27,0 days 00:09:14,864.0,36.0,36.0,864.0,0.0,Aluminum 3mm acm 4' x 8' sheet,1.5,HP,9.233333333333333,9.0,Thursday,0.0
2x3_Insert_4th_of_july__7-1-24_CORPL23,2024-07-01,0 days 00:06:05,1728.0,48.0,48.0,1728.0,0.0,Corragated Plastic 2' x 3' sheet,2.802166667,HP,6.083333333333333,33.626000004,Monday,0.0
2x3_lift_safety_signs_10-1-24_CORPLS23,2024-10-02,0 days 01:07:55,21081.6,585.6,585.6,21081.6,0.0,Corragated Plastic 4' x 8' sheet,18.27420765,HP,67.91666666666667,2675.3439999599996,Wednesday,0.0
2x3_NEW_Smoke_and_Vape_Shop__7-22-24_CORPL23,2024-07-22,0 days 00:06:22,864.0,24.0,24.0,864.0,0.0,Corragated Plastic 2' x 3' sheet,0.4533333333,HP,6.366666666666666,2.7199999997999997,Monday,0.0
2x3_Notice_Danger_6-26-24_P1_ALMS3,2024-06-26,0 days 00:12:52,1819.2,48.0,48.0,1819.2,0.0,Aluminum 3mm acm 4' x 8' sheet,1.198891821,HP,12.866666666666667,15.146000005299998,Wednesday,0.0
2x3_Notice_Danger_6-26-24_P2_ALMS3,2024-06-26,0 days 00:07:23,867.6,24.1,24.1,867.6,0.0,Aluminum 3mm acm 4' x 8' sheet,0.7940248963,HP,7.383333333333334,4.7840000002075,Wednesday,0.0
2x3_Our_Mission_Sign_9-19-24_ALMS3,2024-09-19,0 days 00:10:38,870.01,24.1,24.1,870.01,0.0,Aluminum 3mm acm 4' x 8' sheet,0.6974816381,HP,10.633333333333333,4.213999999745701,Thursday,0.0
2x3_Parish_Thanks_Signs_6-7-24_CORPL23,2024-06-10,0 days 00:06:08,1728.0,48.0,48.0,1728.0,0.0,Corragated Plastic 2' x 3' sheet,1.638095,HP,6.133333333333334,19.657140000000002,Monday,0.0
2x3_Pick_up_Drop_off_6-28-24_ALMS3,2024-07-01,0 days 00:14:07,1728.0,36.0,36.0,1728.0,0.0,Aluminum 3mm acm 4' x 8' sheet,1.170166667,HP,14.116666666666667,14.042000003999998,Monday,0.0
2x3_smoke_vape_arrow_6-18-24_CORPL23,2024-06-18,0 days 00:03:31,864.0,24.0,24.0,864.0,0.0,Corragated Plastic 2' x 3' sheet,1.638095,HP,3.5166666666666666,9.828570000000001,Tuesday,0.0
2x3_Stadium_Closed_+_RULES_sign_9-20-24_+_WWT_ALMS08,2024-09-26,0 days 00:21:08,4612.8,96.1,96.1,4612.8,0.0,Aluminum .08 4' x 8' sheet,0.6306243496,HP,21.133333333333333,20.200999998853334,Thursday,0.0
2x3_STEM_Block_signs__7-18-24_UFS,2024-07-19,0 days 00:09:59,3451.2,71.9,71.9,3451.2,0.0,Ultra Foam Sheet 4' x 8',0.1792489569,HP,9.983333333333333,4.296000000369999,Friday,0.0
2x3_Warning_Sign_4-29-24_ALMR,2024-04-30,0 days 00:23:36,1728.0,36.0,36.0,1728.0,0.0,Reflective Aluminum 4' x 8' sheet,1.638095,HP,23.6,19.657140000000002,Tuesday,0.0
2X3_yard_signs_SIN__3-26-24_CORPLS,2024-03-26,0 days 00:09:32,3456.0,96.0,96.0,3456.0,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,9.533333333333333,39.314280000000004,Tuesday,0.0
2x6_Donations_4-10-24_and_Wright_Zero_Punchlist_ALMS3,2024-04-12,0 days 00:18:20,4622.41,96.1,96.1,4622.41,0.0,Aluminum 3mm acm 4' x 8' sheet,1.638095,HP,18.333333333333332,52.582963256597225,Friday,0.0
3__18X24_Giveaway_Signs_DF__4-2-24_CORPL1824,2024-04-03,0 days 00:07:30,864.0,48.0,48.0,864.0,0.0,"Corragated Plastic 18"" x 24"" sheet",1.638095,HP,7.5,9.828570000000001,Wednesday,0.0
3__1x_-_Family_Golf_Sponsorship_coros_23_x_40_CORPLS,2024-04-02,0 days 00:08:55,3684.6,80.1,80.1,3684.6,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,8.916666666666666,41.9147558125,Tuesday,0.0
3__All_Golf_Signs_4-5-24_CORPLS,2024-04-09,0 days 00:10:04,4320.0,90.0,90.0,4320.0,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,10.066666666666666,49.14285,Tuesday,0.0
3__McCarthy_x2_Construction_Crossing_Ahead_4x4_Need_4__2-28-24_ALMS3,2024-02-29,0 days 00:43:43,9216.0,192.0,192.0,9216.0,0.0,Aluminum 3mm acm 4' x 8' sheet,1.638095,HP,43.71666666666667,104.83808,Thursday,0.0
3__Villa_Rustic_Rodeo_18_x24_2_7_24_CORPL1824,2024-02-12,0 days 00:10:14,3988.8,0.0,0.0,3988.8,0.0,"Corragated Plastic 18"" x 24"" sheet",1.638095,HP,10.233333333333333,45.375231500000005,Monday,0.0
3__west_community_-_24x24_set_2_2-22-24_PVC6,2024-02-28,0 days 00:15:11,4608.0,96.0,96.0,4608.0,0.0,PVC 6mm 4' x 8' sheet,1.638095,HP,15.183333333333334,52.41904,Wednesday,0.0
3__x12_-_Various_Marker_Signs_20x40_need_50_of_each_2-1-24_CORPLS,2024-02-08,0 days 01:03:36,35200.0,0.0,0.0,35200.0,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,63.6,400.42322222222225,Thursday,0.0
3__x6_-_Various_Marker_Signs_20x40_need_50_of_each_2-1-24_CORPLS,2024-03-08,0 days 00:52:57,19200.0,480.0,480.0,19200.0,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,52.95,218.4126666666667,Friday,0.0
3_22x28_Cardinals_3_various_signs_5-14-24_PVC3,2024-05-15,0 days 00:08:55,1234.8,44.1,44.1,1234.8,0.0,PVC 3mm 4' x 8' sheet,1.638095,HP,8.916666666666666,14.046664625,Wednesday,0.0
3_2x-Various_Signs_McCarthy_8-15-24_No_Tres_14x10_ALMS3,2024-08-21,0 days 00:58:31,8360.0,190.0,190.0,8360.0,0.0,Aluminum 3mm acm 4' x 8' sheet,2.962507177,HP,58.516666666666666,171.98999999805557,Wednesday,0.0
3_Friendship_Village_SNR_Delivery_coros_5_30_24_CORPL1824,2024-05-31,0 days 00:02:34,1296.0,72.0,72.0,1296.0,0.0,"Corragated Plastic 18"" x 24"" sheet",1.638095,HP,2.566666666666667,14.742855,Friday,0.0
3_hiring_vinyl_signs_CORPL23,2024-04-18,0 days 00:12:06,864.0,24.0,24.0,864.0,0.0,Corragated Plastic 2' x 3' sheet,1.638095,HP,12.1,9.828570000000001,Thursday,0.0
3_McCarthy_4.23.24_ALMS3,2024-04-26,0 days 01:00:33,13824.0,288.0,288.0,13824.0,0.0,Aluminum 3mm acm 4' x 8' sheet,1.638095,HP,60.55,157.25712000000001,Friday,0.0
3_SSM_Sponsor_Signs_CORPL1824,2024-04-15,0 days 00:02:16,432.0,18.0,18.0,432.0,0.0,"Corragated Plastic 18"" x 24"" sheet",1.638095,HP,2.2666666666666666,4.9142850000000005,Monday,0.0
3_WWT - Various Ship Recieve signs 4-25-24 & McKelvey Manor 5-1-24_ALMS08,2024-05-02,0 days 00:21:11,4608.0,96.0,96.0,4608.0,0.0,Aluminum .08 4' x 8' sheet,1.638095,HP,21.183333333333334,52.41904,Thursday,0.0
30x30 Road Info Sign 7-16-24_P2_&_DNI Twin Chimneys Bather Bool Signs 7 17 24_ALMS08,2024-07-22,0 days 00:14:16,2100.0,50.0,50.0,2100.0,0.0,Aluminum .08 4' x 8' sheet,0.62688,HP,14.266666666666667,9.142,Monday,0.0
30x30_Road_Info_Sign_7-16-24_ALMS08,2024-07-19,0 days 00:16:39,3249.0,90.0,90.0,3249.0,0.0,Aluminum .08 4' x 8' sheet,0.8126759003,HP,16.65,18.33600000051875,Friday,0.0
367_Auto_ALMS3~1,2024-06-03,0 days 00:32:18,3456.0,96.0,96.0,3456.0,0.0,Aluminum 3mm acm 4' x 8' sheet,1.638095,HP,32.3,39.314280000000004,Monday,0.0
36x60_De-Install_need_3_SF__4-1-24_CORPLS,2024-04-03,0 days 00:27:45,6490.8,180.3,180.3,6490.8,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,27.75,73.83713212500001,Wednesday,0.0
36x60_Lot_4_Sale_6-25-24_CORPLS,2024-06-25,0 days 00:10:30,4327.2,120.2,120.2,4327.2,0.0,Corragated Plastic 4' x 8' sheet,1.028685524,HP,10.5,30.911999996199995,Tuesday,0.0
36x60_Test_Lab_Area_need_3_SF__3-4-24_CORPLS~1,2024-03-06,0 days 00:25:00,6490.8,180.3,180.3,6490.8,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,25.0,73.83713212500001,Wednesday,0.0
3x3 Off Airport 5-23-24 & 12x18 Do Not Enter 5.24.24_ALMS08,2024-05-28,0 days 00:18:05,3456.0,72.0,72.0,3456.0,0.0,Aluminum .08 4' x 8' sheet,1.638095,HP,18.083333333333332,39.314280000000004,Tuesday,0.0
3x3_main_entrance_RUSH__5-10-24_ALMS3,2024-05-10,0 days 00:10:16,1299.6,36.1,36.1,1299.6,0.0,Aluminum 3mm acm 4' x 8' sheet,1.638095,HP,10.266666666666667,14.783807374999999,Friday,0.0
3x3_No_Trespassing_Sign_Need_5__10-1-24_ALMS3,2024-10-03,0 days 00:32:01,5184.0,144.0,144.0,5184.0,0.0,Aluminum 3mm acm 4' x 8' sheet,3.055,HP,32.016666666666666,109.98,Thursday,0.0
3x5_ACM_sponsor_sign_ALMS3,2024-03-22,0 days 00:10:56,2163.6,60.1,60.1,2163.6,0.0,Aluminum 3mm acm 4' x 8' sheet,1.638095,HP,10.933333333333334,24.612377374999998,Friday,0.0
4__2x_-_Family_Golf_Sponsorship_coros_23_x_40_CORPLS~2,2024-04-02,0 days 00:15:28,4327.2,120.2,120.2,4327.2,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,15.466666666666667,49.224754749999995,Tuesday,0.0
4__McCarthy_x5_MUSTER_Point__4x4_Need_10__2-28-24_ALMS3,2024-03-04,0 days 02:00:42,23040.0,480.0,480.0,23040.0,0.0,Aluminum 3mm acm 4' x 8' sheet,1.638095,HP,120.7,262.09520000000003,Monday,0.0
4__west_community_-_24x24_set_2_2-22-24_PVC6,2024-02-28,0 days 00:12:29,3456.0,72.0,72.0,3456.0,0.0,PVC 6mm 4' x 8' sheet,1.638095,HP,12.483333333333333,39.314280000000004,Wednesday,0.0
4__x12_-_Various_Marker_Signs_20x40_need_50_of_each_2-1-24_CORPLS,2024-02-07,0 days 01:56:03,38400.0,0.0,0.0,38400.0,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,116.05,436.8253333333334,Wednesday,0.0
4__x6_-_Various_Marker_Signs_20x40_need_50_of_each_2-1-24_CORPLS,2024-03-08,0 days 00:53:19,19200.0,480.0,480.0,19200.0,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,53.31666666666667,218.4126666666667,Friday,0.0
4_-_Single_Face_18x24_Retirement_3-27-24_CORPLS,2024-03-28,0 days 00:08:52,1732.8,36.1,36.1,1732.8,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,8.866666666666667,19.71174316666667,Thursday,0.0
4_McCarthy_4.23.24_ALMS3,2024-04-29,0 days 00:43:24,4464.0,93.0,93.0,4464.0,0.0,Aluminum 3mm acm 4' x 8' sheet,1.638095,HP,43.4,50.780945,Monday,0.0
44.5x28.5__card_Entry_Exit__8-26-24_+_rehn_quist_tree_recycle_8-27-24_ALMS3,2024-09-03,0 days 00:15:11,2336.25,52.5,52.5,2336.25,0.0,Aluminum 3mm acm 4' x 8' sheet,0.3621187801,HP,15.183333333333334,5.875000000059895,Tuesday,0.0
48_x_16_ultrafoam_UFS~1,2024-10-10,0 days 00:12:46,833.0,49.0,49.0,833.0,0.0,Ultra Foam Sheet 4' x 8',0.2081344538,HP,12.766666666666667,1.2040000001069444,Thursday,0.0
48x12 Pallet sign 7-17-24_ALMS6 & Renquest 6x4 map sign 7 2 24_ALMS6,2024-07-18,0 days 00:19:30,4608.0,96.0,96.0,4608.0,0.0,Aluminum 6mm acm 4' x 8' sheet,0.57275,HP,19.5,18.328,Thursday,0.0
48x12_Pallet_sign_6-5-24_ALMS6~1,2024-06-17,0 days 01:59:35,18432.0,384.0,384.0,18432.0,0.0,Aluminum 6mm acm 4' x 8' sheet,1.638095,HP,119.58333333333333,209.67616,Monday,0.0
48x12_Pallet_sign_7-17-24_ALMS6,2024-07-18,0 days 00:21:11,4608.0,96.0,96.0,4608.0,0.0,Aluminum 6mm acm 4' x 8' sheet,1.19384375,HP,21.183333333333334,38.203,Thursday,0.0
4th_july_parking_coros_6-14-24_CORPL1824,2024-06-14,0 days 00:01:58,864.0,36.0,36.0,864.0,0.0,"Corragated Plastic 18"" x 24"" sheet",1.638095,HP,1.9666666666666666,9.828570000000001,Friday,0.0
4th_july_parking_coros_6-14-24_CORPLS,2024-06-14,0 days 00:07:00,4320.0,90.0,90.0,4320.0,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,7.0,49.14285,Friday,0.0
4x17_WU_Restricted_parking_6-26-24_STY~1,2024-06-27,0 days 00:08:26,1360.0,80.0,80.0,1360.0,0.0,Styrene,2.892282353,HP,8.433333333333334,27.316000000555558,Thursday,0.0
4x4__NARROW_BRIDGE_Need_4total__10-10-24_ALMS3,2024-10-10,0 days 00:41:46,9216.0,192.0,192.0,9216.0,0.0,Aluminum 3mm acm 4' x 8' sheet,3.30221875,HP,41.766666666666666,211.342,Thursday,0.0
4x4_Casey_Fork_Solar_Left_Arrow_Need_2__4-1-24_ALMS3,2024-04-02,0 days 00:18:03,4612.8,96.1,96.1,4612.8,0.0,Aluminum 3mm acm 4' x 8' sheet,1.638095,HP,18.05,52.47364316666667,Tuesday,0.0
4x4_DANGER__Overhead_Power_Lines___9-18-24_ALMS3,2024-09-18,0 days 00:42:41,9216.0,192.0,192.0,9216.0,0.0,Aluminum 3mm acm 4' x 8' sheet,3.34621875,HP,42.68333333333333,214.158,Wednesday,0.0
4x4_DANGER__Overhead_Power_Lines___9-5-24_ALMS3,2024-09-05,0 days 00:39:11,9216.0,192.0,192.0,9216.0,0.0,Aluminum 3mm acm 4' x 8' sheet,3.34621875,HP,39.18333333333333,214.158,Thursday,0.0
4x4_Donations_4-10-24_ALMS3,2024-04-12,0 days 00:15:28,2304.0,48.0,48.0,2304.0,0.0,Aluminum 3mm acm 4' x 8' sheet,1.638095,HP,15.466666666666667,26.20952,Friday,0.0
4x6 Majeed Address Shop Sign 7-22-24 & 6x24 Call Sharon Bouse Rider 7-22-24_CORPLS,2024-07-22,0 days 00:17:24,4320.0,90.0,90.0,4320.0,0.0,Corragated Plastic 4' x 8' sheet,1.712133333,HP,17.4,51.363999989999996,Monday,0.0
4x6_coro_final_sign_8-26-24_CORPLS,2024-09-03,0 days 00:15:24,3460.8,72.1,72.1,3460.8,0.0,Corragated Plastic 4' x 8' sheet,0.6595839112,HP,15.4,15.851999999173335,Tuesday,0.0
4x8_-_WSD_Project_Sign_6-7-24_ALMS3,2024-06-10,0 days 00:19:32,4612.8,96.1,96.1,4612.8,0.0,Aluminum 3mm acm 4' x 8' sheet,1.638095,HP,19.533333333333335,52.47364316666667,Monday,0.0
4x8_2nd_Chance_RV_Sign_NEW__4-24-24_CORPLS,2024-04-24,0 days 00:13:09,4608.0,96.0,96.0,4608.0,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,13.15,52.41904,Wednesday,0.0
4x8_Casey_Fork_Solar_NO_ARROW__4-1-24_ALMS3,2024-04-02,0 days 00:17:05,4608.0,96.0,96.0,4608.0,0.0,Aluminum 3mm acm 4' x 8' sheet,1.638095,HP,17.083333333333332,52.41904,Tuesday,0.0
4x8_Casey_Fork_Solar_Right_Arrow__4-1-24_ALMS3,2024-04-02,0 days 00:17:19,4608.0,96.0,96.0,4608.0,0.0,Aluminum 3mm acm 4' x 8' sheet,1.638095,HP,17.316666666666666,52.41904,Tuesday,0.0
5__24x54_Qty-1__2-22-24_PVC6,2024-02-28,0 days 00:05:51,1296.0,54.0,54.0,1296.0,0.0,PVC 6mm 4' x 8' sheet,1.638095,HP,5.85,14.742855,Wednesday,0.0
5__2x_-_Family_Golf_Sponsorship_coros_23_x_40_CORPLS~1,2024-04-02,0 days 00:14:18,4327.2,120.2,120.2,4327.2,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,14.3,49.224754749999995,Tuesday,0.0
5__McCarthy_x6_Over_head_Power_lines_3x4_need_12__2-28-24_ALMS3,2024-03-04,0 days 01:47:29,20736.0,432.0,432.0,20736.0,0.0,Aluminum 3mm acm 4' x 8' sheet,1.638095,HP,107.48333333333333,235.88568,Monday,0.0
5__x_1_-_Various_Marker_Signs_20x40_need_50_of_each_2-1-24_CORPLS,2024-03-08,0 days 00:07:41,3204.0,80.1,80.1,3204.0,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,7.683333333333334,36.44761375,Friday,0.0
5_-_2x3_facepaint_signs_DF_A-B__6-5-24_Back_CORPL23,2024-06-06,0 days 00:12:00,13968.0,388.0,388.0,13968.0,0.0,Corragated Plastic 2' x 3' sheet,1.638095,HP,12.0,158.895215,Thursday,0.0
5_-_2x3_facepaint_signs_DF_A-B__6-5-24_CORPL23,2024-06-06,0 days 00:11:38,6912.0,192.0,192.0,6912.0,0.0,Corragated Plastic 2' x 3' sheet,1.638095,HP,11.633333333333333,78.62856000000001,Thursday,0.0
5-Various_Signs_McCarthy_8-15-24_No_Tres_14x10_ALMS3,2024-08-20,0 days 00:19:26,4612.8,4612.8,4612.8,4612.8,0.0,Aluminum 3mm acm 4' x 8' sheet,0.7214672216,HP,19.433333333333334,23.110999998586664,Tuesday,0.0
