Printer,Print File Name,Date,Total Print Time,Estimated Material Area (in),Estimated Material Lenght,Print Lenght,Print Area,Estimated Percentage of Waste,Material,Ink Consumption cc sq in,MATERIAL FORMULA 1,MATERIAL FORMULA 2
HP,RMA_-__2x3_signs_DF_8-28-24_P2_CORPL23,08/30/2024,0:14:12,864,24,1,1,Can't Estimate Waste,Corragated Plastic 2' x 3' sheet,2.5385,,Corragated Plastic 2' x 3' sheet
HP,RMA_-__2x3_signs_DF_8-28-24_P3_CORPL23,08/30/2024,0:12:28,864,24,1,1,Can't Estimate Waste,Corragated Plastic 2' x 3' sheet,2.557166667,,Corragated Plastic 2' x 3' sheet
HP,RMA_-__2x3_signs_DF_8-28-24_P4_CORPL23,08/30/2024,0:13:29,864,24,1,1,Can't Estimate Waste,Corragated Plastic 2' x 3' sheet,2.552666667,,Corragated Plastic 2' x 3' sheet
HP,Rolling_Ridge_Banner_and_Sale_sign_6_11_24_CORPL1824,06/13/2024,0:12:44,1728,72,1,1,Can't Estimate Waste,"Corragated Plastic 18"" x 24"" sheet",0,,"Corragated Plastic 18"" x 24"" sheet"
HP,Ron_Ruzicka_18x24_kirkwood_council_Need_50_DF__2-23-24_CORPLS,03/08/2024,2:04:44,21600,450,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,Route_Signs_Church_Custom_5-23-24_PVC3~1,05/29/2024,0:06:07,576,48,1,1,Can't Estimate Waste,PVC 3mm 4' x 8' sheet,0,,PVC 3mm 4' x 8' sheet
HP,S1_Dillmon_Open_House_4_8_24_CORPL1824,04/09/2024,0:26:21,12960,540,1,1,Can't Estimate Waste,"Corragated Plastic 18"" x 24"" sheet",0,,"Corragated Plastic 18"" x 24"" sheet"
HP,S1_Villa_Passport_24_x18_directionals_5_21_24_CORPL1824,05/21/2024,0:04:19,7180.8,299.2,1,1,Can't Estimate Waste,"Corragated Plastic 18"" x 24"" sheet",0,,"Corragated Plastic 18"" x 24"" sheet"
HP,S2_Dillmon_Open_House_4_8_24_CORPL1824,04/09/2024,0:22:46,67896,2829,1,1,Can't Estimate Waste,"Corragated Plastic 18"" x 24"" sheet",0,,"Corragated Plastic 18"" x 24"" sheet"
HP,S2_Villa_Passport_24_x18_directionals_5_21_24_CORPL1824eps,05/21/2024,0:06:07,1728,72,1,1,Can't Estimate Waste,"Corragated Plastic 18"" x 24"" sheet",0,,"Corragated Plastic 18"" x 24"" sheet"
HP,Saint_Louis_Design_and_Remodel_S2_3.28.24_V3_ALMS3,03/28/2024,0:09:05,1728,36,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,0,,Aluminum 3mm acm 4' x 8' sheet
HP,San_Luis_Hills_Riders_NEW_9-18-24_CORPL1824~1,09/18/2024,0:11:43,867.6,48.2,1,1,Can't Estimate Waste,"Corragated Plastic 18"" x 24"" sheet",1.370622407,,"Corragated Plastic 18"" x 24"" sheet"
HP,Santa_Claus_is_coming_to_town_2_-_22x28__10-28-24_CORPLS,10/28/2024,0:07:55,1232,28,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,1.10138961,,Corragated Plastic 4' x 8' sheet
HP,Santa_List_1-16x20__10-28-24_UFS~1,10/28/2024,0:04:44,320,20,1,1,Can't Estimate Waste,Ultra Foam Sheet 4' x 8',0.44595,,Ultra Foam Sheet 4' x 8'
HP,Secure_Solutions_Legacy_Law~1,02/15/2024,0:16:55,1444.5,0,1,1,Can't Estimate Waste,,0,,
HP,Sheet_01_PVC6,08/22/2024,0:40:36,4608,96,1,1,Can't Estimate Waste,PVC 6mm 4' x 8' sheet,0.8125,,PVC 6mm 4' x 8' sheet
HP,Sheet_02_PVC6,08/22/2024,0:40:25,4608,96,1,1,Can't Estimate Waste,PVC 6mm 4' x 8' sheet,0.81009375,,PVC 6mm 4' x 8' sheet
HP,Sheet_03_PVC6,08/22/2024,0:37:29,4608,96,1,1,Can't Estimate Waste,PVC 6mm 4' x 8' sheet,0.72396875,,PVC 6mm 4' x 8' sheet
HP,Sheet_04_PVC6,08/22/2024,0:38:52,4608,96,1,1,Can't Estimate Waste,PVC 6mm 4' x 8' sheet,0.8205,,PVC 6mm 4' x 8' sheet
HP,Sheet_1_Kirkwood_Senior_2024_CORPLS,04/10/2024,0:12:57,4320,90,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,Sheet_10_Kirkwood_Senior_2024_CORPLS,04/10/2024,0:09:51,4320,90,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,Sheet_11_Kirkwood_Senior_2024_CORPLS,04/10/2024,0:10:03,4320,90,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,Sheet_12_Kirkwood_Senior_2024_CORPLS,04/10/2024,0:09:50,4320,90,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,Sheet_13_Kirkwood_Senior_2024_CORPLS,04/10/2024,0:10:02,4320,90,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,Sheet_14_Kirkwood_Senior_2024_CORPLS,04/10/2024,0:09:50,4320,90,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,Sheet_15_Kirkwood_Senior_2024_CORPLS,04/10/2024,0:09:50,4320,90,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,Sheet_16_Kirkwood_Senior_2024_CORPLS,04/10/2024,0:10:04,4320,90,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,Sheet_17_Kirkwood_Senior_2024_CORPLS,04/10/2024,0:21:17,8640,180,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,Sheet_18_Kirkwood_Senior_2024_CORPLS,04/10/2024,0:12:29,4320,90,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,Sheet_19_Kirkwood_Senior_2024_CORPLS,04/10/2024,0:10:05,4320,90,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,Sheet_2_Kirkwood_Senior_2024_CORPLS,04/10/2024,0:09:52,4320,90,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,Sheet_20_Kirkwood_Senior_2024_CORPLS,04/11/2024,0:12:59,8640,180,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,Sheet_21_Kirkwood_Senior_2024_CORPLS,04/11/2024,0:12:51,4320,90,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,Sheet_22_Kirkwood_Senior_2024_CORPLS,04/11/2024,0:09:50,4320,90,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,Sheet_23_Kirkwood_Senior_2024_CORPLS,04/11/2024,0:09:51,4320,90,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,Sheet_24_Kirkwood_Senior_2024_CORPLS,04/11/2024,0:09:51,4320,90,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,Sheet_25_Kirkwood_Senior_2024_CORPLS,04/11/2024,0:09:51,4320,90,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,Sheet_26_Kirkwood_Senior_2024_CORPLS,04/11/2024,0:10:05,4320,90,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,Sheet_27_Kirkwood_Senior_2024_CORPLS,04/11/2024,0:09:50,4320,90,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,Sheet_28_Kirkwood_Senior_2024_CORPLS,04/11/2024,0:10:19,4320,90,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,Sheet_29_Kirkwood_Senior_2024_CORPLS,04/11/2024,0:10:04,4320,90,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,Sheet_3_Kirkwood_Senior_2024_CORPLS,04/10/2024,0:09:52,4320,90,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,Sheet_30_Kirkwood_Senior_2024_CORPLS,04/11/2024,0:10:03,4320,90,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,Sheet_31_Kirkwood_Senior_2024_CORPLS,04/11/2024,0:09:51,4320,90,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,Sheet_32_Teachers_last_5_students_Kirkwood_Senior_2024_CORPLS,04/11/2024,0:09:51,4320,90,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,Sheet_4_Kirkwood_Senior_2024_CORPLS,04/10/2024,0:09:51,4320,90,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,Sheet_5_Kirkwood_Senior_2024_CORPLS,04/10/2024,0:09:51,4320,90,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,Sheet_6_Kirkwood_Senior_2024_CORPLS,04/10/2024,0:10:05,4320,90,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,Sheet_8_Kirkwood_Senior_2024_CORPLS,04/10/2024,0:09:51,4320,90,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,Sheet_9_Kirkwood_Senior_2024_CORPLS,04/10/2024,0:09:51,4320,90,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,Shhet_1_4-29-24_CORPLS,04/29/2024,0:09:50,4320,90,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,Shhet_2_4-29-24_CORPLS,04/29/2024,0:09:50,4320,90,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,Shhet_3_4-29-24_CORPL1824,04/29/2024,0:06:01,864,48,1,1,Can't Estimate Waste,"Corragated Plastic 18"" x 24"" sheet",0,,"Corragated Plastic 18"" x 24"" sheet"
HP,SHVP_Welcome_Sign_CORPLS,06/19/2024,0:26:20,12960,270,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,Side_A__Yard_Signs_18x24__2-23-24,02/23/2024,0:08:25,11052,0,1,1,Can't Estimate Waste,,0,,
HP,Side_B__Yard_Signs_18x24__2-23-24,02/23/2024,0:08:52,2160,0,1,1,Can't Estimate Waste,,0,,
HP,Sidewalk_Closed_3_ALMR,07/02/2024,0:10:29,288,12,1,1,Can't Estimate Waste,Reflective Aluminum 4' x 8' sheet,1.0075,,Reflective Aluminum 4' x 8' sheet
HP,SIGNS_18x24_18x48__9-27-24_CORPL1824,10/04/2024,0:02:05,432,24,1,1,Can't Estimate Waste,"Corragated Plastic 18"" x 24"" sheet",0.4956666667,,"Corragated Plastic 18"" x 24"" sheet"
HP,SIGNS_18x24_18x48__9-27-24_CORPLS~1,10/04/2024,0:04:34,864,18,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0.632,,Corragated Plastic 4' x 8' sheet
HP,Skyline_36x24_For_Sale_ALMS3~1,05/13/2024,0:22:20,1728,36,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,0,,Aluminum 3mm acm 4' x 8' sheet
HP,SKYVIEW_12x18_Reserved__4-12-24_ALM1218,06/27/2024,0:18:31,648,36,1,1,Can't Estimate Waste,Aluminum 12 x 18 sheets,3.578666667,,Aluminum 12 x 18 sheets
HP,SLOW & 12x18 No Overnight Parking 6-5-24_ALMR,06/07/2024,0:32:45,3304.8,72,1,1,Can't Estimate Waste,Reflective Aluminum 4' x 8' sheet,0,,Reflective Aluminum 4' x 8' sheet
HP,Southmore_apt_Recycle_Center_sign_10_11_24_ALMS08,10/11/2024,0:08:33,578.4,24.1,1,1,Can't Estimate Waste,Aluminum .08 4' x 8' sheet,0.9667219917,,Aluminum .08 4' x 8' sheet
HP,SP_3x3_towed_signs_need_2_of_each_5-7-24_ALMS08,05/08/2024,0:26:45,5191.2,144,1,1,Can't Estimate Waste,Aluminum .08 4' x 8' sheet,0,,Aluminum .08 4' x 8' sheet
HP,Sports_Gambling_CORPL23~1,09/25/2024,0:09:11,576,24,1,1,Can't Estimate Waste,Corragated Plastic 2' x 3' sheet,0.99175,,Corragated Plastic 2' x 3' sheet
HP,spring_sandwich_board_22x28_Need_2__2-28-24_CORPLS,02/28/2024,0:05:28,1234.8,44.1,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,Spring_Spectacular_2024_Count_on_Me_Driveway_Sign_2SF_18x24_4-9-24_CORPL1824,04/10/2024,0:06:24,864,36,1,1,Can't Estimate Waste,"Corragated Plastic 18"" x 24"" sheet",0,,"Corragated Plastic 18"" x 24"" sheet"
HP,SSM_Sponsor_Signs_UFS~1,04/15/2024,0:04:52,866.4,36.1,1,1,Can't Estimate Waste,Ultra Foam Sheet 4' x 8',0,,Ultra Foam Sheet 4' x 8'
HP,St_Dominic_8x4_Turdf_Baseball_10_4_24_ALMS6,10/08/2024,0:14:12,2304,64,1,1,Can't Estimate Waste,Aluminum 6mm acm 4' x 8' sheet,1.425,,Aluminum 6mm acm 4' x 8' sheet
HP,St_Dominic_John_Eckhard_9_10_24_PVC3,09/10/2024,0:02:20,55.25,8.5,1,1,Can't Estimate Waste,PVC 3mm 4' x 8' sheet,1.56640724,,PVC 3mm 4' x 8' sheet
HP,St_Dominic_Slide_Inns_9_5_24_PVC3,09/05/2024,0:06:15,768.4,17,1,1,Can't Estimate Waste,PVC 3mm 4' x 8' sheet,1.523581468,,PVC 3mm 4' x 8' sheet
HP,St_Dominic_Wislepig_Billboard_9_12_24_ALMS063,09/18/2024,0:12:50,2971.4,83,1,1,Can't Estimate Waste,Aluminum .063,0.5486383523,,Aluminum .063
HP,St_Dominic_Wislepig_Billboard_9_12_24_P2_ALMS063,09/18/2024,0:15:38,2971.4,83,1,1,Can't Estimate Waste,Aluminum .063,0.5076394965,,Aluminum .063
HP,St.Louis Design Build & Family Golf a frame inserts 6 28 24_ALMS3,06/28/2024,0:15:31,3460.8,72,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,1.578183079,,Aluminum 3mm acm 4' x 8' sheet
HP,St.Louis_Design_Build_back_6_28_24_ALMS3,06/28/2024,0:28:30,1728,36,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,3.16075,,Aluminum 3mm acm 4' x 8' sheet
HP,Steck_Roofing_18x24_yard_signs_10-21-24_back_CORPLS,10/21/2024,0:38:37,17280,360,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,5.801133333,,Corragated Plastic 4' x 8' sheet
HP,Steck_Roofing_18x24_yard_signs_10-21-24_CORPLS,10/21/2024,1:02:40,17280,360,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,5.801133333,,Corragated Plastic 4' x 8' sheet
HP,Steck_Roofing_18x24_yard_signs_9-16-24_back_CORPL1824,09/16/2024,0:21:20,11076,461.5,1,1,Can't Estimate Waste,"Corragated Plastic 18"" x 24"" sheet",3.562751896,,"Corragated Plastic 18"" x 24"" sheet"
HP,Steck_Roofing_18x24_yard_signs_9-16-24_CORPLS & Back,09/16/2024,0:31:00,8640,180,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,3.6548,,Corragated Plastic 4' x 8' sheet
HP,STLERC_Sponsor_Signs_4-22x28__9-23-24_UFS~1,09/23/2024,0:08:20,2464,56,1,1,Can't Estimate Waste,Ultra Foam Sheet 4' x 8',0.8548831169,,Ultra Foam Sheet 4' x 8'
HP,Stone_BridgeTuscan_Ridge_4x8_3_21_24_ALMS6,03/22/2024,0:43:39,9216,192,1,1,Can't Estimate Waste,Aluminum 6mm acm 4' x 8' sheet,0,,Aluminum 6mm acm 4' x 8' sheet
HP,Stonebridge_3_x2_For_Sale_2_21_24,02/22/2024,0:06:10,1732.8,0,1,1,Can't Estimate Waste,,0,,
HP,Stonebridge_Ben_Edit__Emerald_point_8x4_5_14_24_CORPLS~1,05/21/2024,0:08:49,4608,96,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,Stonegate_build_home_here_5_14_24_CORPL23,07/01/2024,0:05:22,864,24,1,1,Can't Estimate Waste,Corragated Plastic 2' x 3' sheet,1.218333333,,Corragated Plastic 2' x 3' sheet
HP,STRETCH_-_MAVILLE__2024_senior_5-6-24_CORPL1824,05/07/2024,0:05:16,432,24,1,1,Can't Estimate Waste,"Corragated Plastic 18"" x 24"" sheet",0,,"Corragated Plastic 18"" x 24"" sheet"
HP,STROTHKAMPS_MOVING_CORPL23,05/28/2024,0:04:56,864,36,1,1,Can't Estimate Waste,Corragated Plastic 2' x 3' sheet,0,,Corragated Plastic 2' x 3' sheet
HP,summer_sandwich_board_22x28_Need_2__5-28-24_CORPLS,05/28/2024,0:05:28,1234.8,44.1,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,SUPER PARK 24X36 SUPER PARK SPECIAL B&C  NEW  3-7-24_ALMS3,03/18/2024,0:16:50,2889.6,60.2,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,0,,Aluminum 3mm acm 4' x 8' sheet
HP,SVDP_Item_Signs_5.5x7__20_total__6-4-24_PVC3,06/04/2024,0:08:13,770,22,1,1,Can't Estimate Waste,PVC 3mm 4' x 8' sheet,0,,PVC 3mm 4' x 8' sheet
HP,Sybegs_Ofallon_directional_coros_7_10_24_P1_CORPLS,07/11/2024,0:09:05,2483.1,80.1,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0.3857049656,,Corragated Plastic 4' x 8' sheet
HP,Sybegs_Ofallon_directional_coros_7_10_24_P2_CORPLS~1,07/12/2024,0:11:04,1200,60,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0.88656,,Corragated Plastic 4' x 8' sheet
HP,Sybergs_small_signs_2024_ALMS3,04/11/2024,0:05:46,583,22,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,0,,Aluminum 3mm acm 4' x 8' sheet
HP,Table_Banner_throw_topper_9-12-24_BAN98,09/13/2024,0:19:19,4630.8,68.1,1,1,Can't Estimate Waste,"16 oz Banner 98""",0.2193521638,,"16 oz Banner 98"""
HP,The_Well_Church_Exterior_signs_7_30_24_ALMS3,08/09/2024,0:21:47,4608,96,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,0.88865625,,Aluminum 3mm acm 4' x 8' sheet
HP,The_Well_Church_Exterior_signs_7_30_24_p1_ALMS3,08/13/2024,0:15:21,3456,72,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,0.46925,,Aluminum 3mm acm 4' x 8' sheet
HP,The_Well_Church_Exterior_signs_BACK_7_30_24_ALMS3,08/09/2024,0:21:26,4608,96,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,0.88865625,,Aluminum 3mm acm 4' x 8' sheet
HP,The_Well_Church_Exterior_signs_p2_7_30_24_CORPLS,08/13/2024,0:35:00,4320,90,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,5.249066667,,Corragated Plastic 4' x 8' sheet
HP,The_Well_Church_Exterior_signs_p3_v2_7_30_24_CORPL1824,08/13/2024,0:18:15,1296,54,1,1,Can't Estimate Waste,"Corragated Plastic 18"" x 24"" sheet",7.870333333,,"Corragated Plastic 18"" x 24"" sheet"
HP,Thunder_Valley_12_x_18_2_15_24_ALM1218,02/27/2024,0:08:35,864,0,1,1,Can't Estimate Waste,Aluminum 12 x 18 sheets,0,,Aluminum 12 x 18 sheets
HP,Timbers_12x18_No_Tress_need_10_4-15-24_ALMR,04/17/2024,0:27:26,2592,54,1,1,Can't Estimate Waste,Reflective Aluminum 4' x 8' sheet,0,,Reflective Aluminum 4' x 8' sheet
HP,True_Title_Banner_Montgomery_City_FINAL_BAN98~1,06/12/2024,0:25:37,7252,98,1,1,Can't Estimate Waste,"16 oz Banner 98""",0,,"16 oz Banner 98"""
HP,Trump_Merch_Banner_Final_BAN98,09/26/2024,0:32:40,9028,74,1,1,Can't Estimate Waste,"16 oz Banner 98""",1.259186531,,"16 oz Banner 98"""
HP,Trump_Yard_Sign_10/24/2024_CORPLS,10/24/2024,0:18:18,1728,36,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,6.434833333,,Corragated Plastic 4' x 8' sheet
HP,Twin_Chimneys_court_no_smoke_7_12_24_ALMS08,07/17/2024,0:12:50,867.6,24.1,1,1,Can't Estimate Waste,Aluminum .08 4' x 8' sheet,0.3490456432,,Aluminum .08 4' x 8' sheet
HP,Twin_Chimneys_court_no_smoke_7_12_24_p2_ALMS08,07/17/2024,0:12:50,860.4,23.9,1,1,Can't Estimate Waste,Aluminum .08 4' x 8' sheet,0.3519665272,,Aluminum .08 4' x 8' sheet
HP,Twin_Chimneys_court_no_smoke_7_12_24_p3_ALM1218~1,07/17/2024,0:07:23,432,24,1,1,Can't Estimate Waste,Aluminum 12 x 18 sheets,1.359333333,,Aluminum 12 x 18 sheets
HP,Updated_Now_Hiring_25hr_FINAL_for_print_4-9-24_CORPLS,04/11/2024,0:08:12,1731.6,48.1,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,v2_P1_All_Signs_Ultra_Foam_Board_9-13-24_UFS~1,09/27/2024,0:38:57,4617.6,96,1,1,Can't Estimate Waste,Ultra Foam Sheet 4' x 8',0.5011434511,,Ultra Foam Sheet 4' x 8'
HP,v2_P2_All_Signs_Ultra_Foam_Board_9-13-24_UFS~1,09/27/2024,0:39:01,4608,96,1,1,Can't Estimate Waste,Ultra Foam Sheet 4' x 8',0.3953125,,Ultra Foam Sheet 4' x 8'
HP,v2_P3_All_Signs_Ultra_Foam_Board_9-13-24_UFS~1,09/27/2024,0:40:42,4608,96,1,1,Can't Estimate Waste,Ultra Foam Sheet 4' x 8',0.4530625,,Ultra Foam Sheet 4' x 8'
HP,v3-Fish_Window_ALMS063,03/08/2024,0:02:42,48,20.32,1,1,Can't Estimate Waste,Aluminum .063,0,,Aluminum .063
HP,Vet_Entrance_P1_CORPL23,09/09/2024,0:10:07,864,24,1,1,Can't Estimate Waste,Corragated Plastic 2' x 3' sheet,0.4595,,Corragated Plastic 2' x 3' sheet
HP,Vet_Entrance_P2_CORPL23,09/09/2024,0:10:07,864,24,1,1,Can't Estimate Waste,Corragated Plastic 2' x 3' sheet,0.459,,Corragated Plastic 2' x 3' sheet
HP,Vianney_Ticket_scan_2x3_8_15_24_CORPLS,09/04/2024,0:10:36,1728,48,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,4.361666667,,Corragated Plastic 4' x 8' sheet
HP,Villa_Open_House_Upper_Lower_composit_signs_10_7_23_ALMS3,10/10/2024,0:18:00,3666,94,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,0.9234697218,,Aluminum 3mm acm 4' x 8' sheet
HP,Village_Bar_RESERVED_ALMS3,03/07/2024,0:09:29,900,36,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,0,,Aluminum 3mm acm 4' x 8' sheet
HP,Villas_at_Crystal_Ridge_18x24_2-df__7-8-24_CORPL1824~1,07/09/2024,0:11:49,1756.8,73.2,1,1,Can't Estimate Waste,"Corragated Plastic 18"" x 24"" sheet",1.313770492,,"Corragated Plastic 18"" x 24"" sheet"
HP,Vote_No_Amend_3__9-27-24_CORPL1824,09/30/2024,0:02:21,432,24,1,1,Can't Estimate Waste,"Corragated Plastic 18"" x 24"" sheet",1.169333333,,"Corragated Plastic 18"" x 24"" sheet"
HP,Vote_NO_on_3_CORPLS,10/16/2024,0:12:50,4608,96,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0.7869375,,Corragated Plastic 4' x 8' sheet
HP,Wash_U_South_Campus_Shuttle_Stop_12x18_-_need_2__8-14-24_ALMR,08/20/2024,0:10:11,429.6,17.9,1,1,Can't Estimate Waste,Reflective Aluminum 4' x 8' sheet,0.6013407821,,Reflective Aluminum 4' x 8' sheet
HP,Wash_U_South_Campus_Shuttle_Stop_12x18_+_Norus_FDC_8.29.24_ALMR,08/29/2024,0:26:58,2587.2,53.9,1,1,Can't Estimate Waste,Reflective Aluminum 4' x 8' sheet,0.5679406308,,Reflective Aluminum 4' x 8' sheet
HP,WashU_Police_12x18_21_Various_Signs__--REFLECTIVE_WHITE_ALUM--_3-6-24_ALMR,03/06/2024,0:36:02,4608,96,1,1,Can't Estimate Waste,Reflective Aluminum 4' x 8' sheet,0,,Reflective Aluminum 4' x 8' sheet
HP,Water_Main_Signs__12x18__10-4-24_ALM1218,10/07/2024,0:08:34,432,24,1,1,Can't Estimate Waste,Aluminum 12 x 18 sheets,1.223333333,,Aluminum 12 x 18 sheets
HP,We_Love_STL_Yard_Signs_18x24_DF_Need_100__4-23-24__RUSH_CORPLS,04/24/2024,4:45:20,47520,990,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,Wedding Sip N' Solve Solve_ALMS3,04/19/2024,0:20:49,1728,36,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,0,,Aluminum 3mm acm 4' x 8' sheet
HP,Welcome_Home_22x28__8-30-24_CORPLS,09/03/2024,0:08:50,1232,44,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,2.042883117,,Corragated Plastic 4' x 8' sheet
HP,Westmoor_Sign_PRINT_ALMS04~3,08/29/2024,0:31:13,3218.83,78.7,1,1,Can't Estimate Waste,Aluminum .04 4' x 8' sheet,2.658213077,,Aluminum .04 4' x 8' sheet
HP,white_acrylic_sample_direct_print_Custom_Ordered,10/02/2024,0:03:09,69,10,1,1,Can't Estimate Waste,Acrylic,0.6553043478,,Acrylic
HP,Whitfield_Cross_traffic_2_26_24_ALMR,02/26/2024,0:09:03,432,0,1,1,Can't Estimate Waste,Reflective Aluminum 4' x 8' sheet,0,,Reflective Aluminum 4' x 8' sheet
HP,Wiethop_Open_Closed_Mags_3_21_22_ALMS6,03/18/2024,0:05:28,578.4,24,1,1,Can't Estimate Waste,Aluminum 6mm acm 4' x 8' sheet,0,,Aluminum 6mm acm 4' x 8' sheet
