" Pring Log -
  Printer","------------------------------------------------------------------
File Name",Date,Total Print Time,Area of Print (in),Total Print Lenght,Material,
HP,5__x_1_-_Various_Marker_Signs_20x40_need_50_of_each_2-1-24,02/07/2024,0:07:57,3200,0,,
HP,Ashes_to_go~1,02/07/2024,0:06:07,432,0,,
Roland,4) McCarthy Dumpsters x 1 - SIDES  3-2-24.eps_HPW54,02/07/2024,0:24:57,5405,117.50,"High Performance White 54""",
HP,4__x12_-_Various_Marker_Signs_20x40_need_50_of_each_2-1-24_CORPLS,02/07/2024,1:56:03,38400,0,Corragated Plastic 4' x 8' sheet,
HP,6__x_1_-_Various_Marker_Signs_20x40_need_50_of_each_2-1-24_CORPLS,02/07/2024,0:08:59,3200,0,Corragated Plastic 4' x 8' sheet,
Roland,3) McCarthy Dumpsters x 1 - SIDES  3-2-24.eps_HPW54,02/07/2024,0:36:58,8278,175.67,"High Performance White 54""",
Roland,2) McCarthy Dumpsters x 1 - SIDES  3-2-24_HPW54.eps,02/07/2024,0:23:04,4684,117.50,"High Performance White 54""",
Roland,1) McCarthy Dumpsters x 6 - SIDES  3-2-24_HPW54.eps,02/07/2024,3:59:02,41060,1046.50,"High Performance White 54""",
Roland,JE Foster Ford #30 & 31 2 5 24 [Recovered].eps,02/06/2024,0:14:56,2815,67.90,,
Roland,Final Logo Need 2 2-5-24.eps,02/06/2024,0:16:02,2444,66.67,,
Roland,Table Top Retractable Banner 15.5x31.5  2-2-24.eps,02/06/2024,0:07:05,2033,65.56,,
Roland,qty 51 - CLAYCO Hard hat sticker grounding colors PRINT 2.5x3.5  Need  1500   2-5-24.eps,02/06/2024,1:54:01,18938,445.89,,
Roland,Elevation Church Easter Overlay 3 2 24.eps,02/05/2024,0:04:57,1419,36.57,,
Roland,All Panels for UHSP NEW 6 2-2-24.eps,02/05/2024,0:36:58,5162,141.17,,
Roland,Cynergy Inspection 2024 2''x4'' Decals Need 25  2-5-24.eps,02/05/2024,0:07:00,1470,45.49,,
Roland,JE Foster UPDATED 12 inch circle logo 3 1 24 copy.eps,02/05/2024,0:09:59,1815,69.49,,
Roland,CORE Decals Final for Doors 2-5-24.eps,02/05/2024,0:09:01,1394,55.24,,
Roland,Safety Committee CYS17 Need 50 and Hankook Need 100  2-2-24.eps,02/05/2024,0:14:01,2245,75.93,,
Roland,79 Crossing 40x150 2-1-24.eps,02/02/2024,0:40:02,27669,182.01,,
Roland,Lemay Ferry 32x216 2-1-24.eps,02/02/2024,0:44:59,54070,248.01,,
Roland,Deer Creek 36x276 2-1-24.eps,02/02/2024,0:55:01,85624,308.00,,
Roland,Fenton Crossing  42x174  2-1-24.eps,02/02/2024,0:43:00,36261,206.01,,
Roland,Clarkson Square 39.5x204 2-1-24.eps,02/02/2024,0:50:03,48622,236.01,,
Roland,Spill kit decals 1-31-24 Need 6.eps,02/02/2024,0:07:59,1769,55.69,,
Roland,Best Love & Care Window Perf Services.eps,02/01/2024,0:33:59,4530,119.22,,
Roland,New Directory Sign 11.75x17.50  1-30-24.eps,02/01/2024,0:05:04,1061,84.97,,
Roland,Menu Side Decal Overlay 2-1-24.eps,02/01/2024,0:05:56,887,39.63,,
Roland,Sorelle Window Print.eps,02/01/2024,0:17:00,3590,76.76,,
Roland,Spark Daddy NEW DOOR Logo  1-31-24.eps,02/01/2024,0:09:00,1393,55.22,,
Roland,Cozad C16 logo 3 1 24 .eps,02/01/2024,0:05:02,1135,40.79,,
Roland,Enviromaster Chevy Logos 2 30 24.eps,01/30/2024,0:31:04,4459,137.96,,
Roland,Veta afaf banner 2 30 24.eps,01/30/2024,0:26:02,4838,111.76,,
Roland,Sullivan inn Sign-Insert.eps,01/29/2024,0:47:05,2747,114.47,,
Roland,Bommarito Utility Truck Logos 1 8 24.eps,01/29/2024,0:28:04,5942,113.96,,
Roland,The Sullivan Inn Sign-Insert samples.eps,01/26/2024,0:10:05,1441,102.94,,
Roland,Door Perf Print.eps,01/24/2024,0:22:03,2711,101.35,,
Roland,HUNT GALLERY POSTER RG-01 FINAL RUSH 1-24-24.eps,01/24/2024,0:06:58,1800,60.00,,
Roland,Caplaco LM Lash.eps,01/24/2024,0:11:58,1458,67.71,,
Roland,Legacy Law Center  Redo 1-23-24.eps,01/24/2024,0:01:02,831,35.17,,
Roland,Wash U 2022 Recycle Decals 4x8  Various NEW 1-17-24.eps,01/23/2024,0:28:02,4052,116.71,,
Roland,Veltmans Hauling Mag 1 17 24 [Converted].eps,01/23/2024,0:10:02,1550,65.97,,
Roland,Contech Promaster Final B 1 15 24.eps,01/23/2024,0:23:57,3623,105.64,,
Roland,REUSEPASS Decals 14x26 4side and 3front 1-17-24.eps,01/23/2024,0:33:01,4292,139.82,,
Roland,Scannell Logistics_Hard Hat Sticker_2.5_FOR PRINT.eps,01/23/2024,0:27:01,3588,145.14,,
Roland,Veltmans Hauling Mag 1 17 24 - 2[Converted].eps,01/23/2024,0:06:00,987,42.01,,
Roland,Bandwidth riverport Q T wall sign 1 16 24.eps,01/23/2024,0:01:04,990,37.71,,
Roland,4x8 banner 1-18-24.eps,01/23/2024,0:55:03,50331,239.85,,
Roland,CORRECT John Burrough States 2024 1-11-24.eps,01/18/2024,0:35:00,4642,175.83,,
Roland,Syberg Hours 1 17 24 .eps,01/18/2024,0:11:02,1682,69.90,,
Roland,Chuck it in storage grace baptist print 2.eps,01/18/2024,0:37:01,9043,178.08,,
Roland,Chuck it in storage grace baptist print 1.eps,01/18/2024,0:27:01,3413,177.42,,
