,Company_(Maker-if known),Specific Bean Origin_or Bar Name,REF,Review_Date,Cocoa_Percent,Company_Location,Rating,Broad Bean_Origin,Company_Location_Count,Location Rarity Classification,Cocoa Amount Group,Country
638,Franceschi,Ocumare,1355,2014,0.7,Venezuela,3.75,Venezuela,20,extra rare,Average Amount,Venezuela
639,Franceschi,Canoabo,911,2012,0.7,Venezuela,3.75,Venezuela,20,extra rare,Average Amount,Venezuela
640,Franceschi,Sur del Lago,915,2012,0.6,Venezuela,3.5,Venezuela,20,extra rare,Light Amount,Venezuela
641,Frederic Blondeel,Costa Rica,1538,2015,0.7,Belgium,3.5,Costa Rica,37,rare,Average Amount,Belgium
642,Frederic Blondeel,Peru Brutus,1538,2015,0.75,Belgium,3.5,Peru,37,rare,Average Amount,Belgium
643,Frederic Blondeel,Vietnam,1542,2015,0.8,Belgium,3.0,Vietnam,37,rare,High Amount,Belgium
644,Frederic Blondeel,Ghana,1351,2014,0.6,Belgium,3.5,Ghana,37,rare,Light Amount,Belgium
645,Frederic Blondeel,Madagascar,1351,2014,0.65,Belgium,3.5,Madagascar,37,rare,Average Amount,Belgium
646,French Broad,"Norandino, batch 161208",1940,2017,0.7,U.S.A.,3.5,Peru,738,most common,Average Amount,United States of America
647,French Broad,Guatemala,1634,2015,0.73,U.S.A.,3.5,Guatemala,738,most common,Average Amount,United States of America
648,French Broad,San Andres,1209,2014,0.8,U.S.A.,3.0,Costa Rica,738,most common,High Amount,United States of America
649,French Broad,Matagalpa,1295,2014,0.68,U.S.A.,3.25,Nicaragua,738,most common,Average Amount,United States of America
650,French Broad,"Palo Blanco, Chulucanas",1042,2013,0.66,U.S.A.,3.5,Peru,738,most common,Average Amount,United States of America
651,French Broad,Tumbes Coop,883,2012,0.7,U.S.A.,2.5,Peru,738,most common,Average Amount,United States of America
652,French Broad,"Palo Blanco, Chulucanas",883,2012,0.61,U.S.A.,3.5,Peru,738,most common,Light Amount,United States of America
653,French Broad,"Palo Blanco w/ panela, Chulucanas",887,2012,0.81,U.S.A.,2.0,Peru,738,most common,High Amount,United States of America
654,French Broad,"Maranon Canyon, Fortunato No. 4",781,2011,0.7,U.S.A.,3.5,Peru,738,most common,Average Amount,United States of America
655,French Broad,La Red,785,2011,0.65,U.S.A.,3.5,Dominican Republic,738,most common,Average Amount,United States of America
656,Fresco,"Maranon, #228, MR, SC",1383,2014,0.7,U.S.A.,3.0,Peru,738,most common,Average Amount,United States of America
657,Fresco,"Maranon, #227, LR, MC",1383,2014,0.7,U.S.A.,3.5,Peru,738,most common,Average Amount,United States of America
658,Fresco,"Maranon, #229, MR, LC",1383,2014,0.7,U.S.A.,3.5,Peru,738,most common,Average Amount,United States of America
659,Fresco,"Maranon, #230, DR, LC",1387,2014,0.7,U.S.A.,3.5,Peru,738,most common,Average Amount,United States of America
660,Fresco,"Conacado, #223, MR, SC",1030,2013,0.72,U.S.A.,3.25,Dominican Republic,738,most common,Average Amount,United States of America
661,Fresco,"Conacado, #224, MR, MC",1081,2013,0.72,U.S.A.,3.75,Dominican Republic,738,most common,Average Amount,United States of America
662,Fresco,"San Martin, Bellavista Coop, #226, DR, MC",1117,2013,0.7,U.S.A.,3.75,Peru,738,most common,Average Amount,United States of America
663,Fresco,"Bellavista Coop, #225, LR, MC, CG Exclusive",1149,2013,0.7,U.S.A.,4.0,Peru,738,most common,Average Amount,United States of America
664,Fresco,"Markham Valley, #219, LR, MC",899,2012,0.69,U.S.A.,3.5,Papua New Guinea,738,most common,Average Amount,United States of America
665,Fresco,"Markham Valley, #221, DR, MC",899,2012,0.69,U.S.A.,3.5,Papua New Guinea,738,most common,Average Amount,United States of America
666,Fresco,"Sambirano Valley, #216, MR, LC",915,2012,0.74,U.S.A.,4.0,Madagascar,738,most common,Average Amount,United States of America
667,Fresco,"Markham Valley, #220, MR, MC",927,2012,0.69,U.S.A.,4.0,Papua New Guinea,738,most common,Average Amount,United States of America
668,Fresco,"Markham Valley, #222, LR, 0C",931,2012,0.69,U.S.A.,3.0,Papua New Guinea,738,most common,Average Amount,United States of America
669,Fresco,"Ghana, #211, MR, MC",636,2011,0.74,U.S.A.,2.75,Ghana,738,most common,Average Amount,United States of America
670,Fresco,"Jamaica, #209, DR, SC",642,2011,0.7,U.S.A.,3.25,Jamaica,738,most common,Average Amount,United States of America
671,Fresco,"Conacado, #212, LR, SC",642,2011,0.72,U.S.A.,3.5,Dominican Republic,738,most common,Average Amount,United States of America
672,Fresco,"Jamaica, #210, DR, MC",642,2011,0.7,U.S.A.,3.5,Jamaica,738,most common,Average Amount,United States of America
673,Fresco,"Sambirano Valley, #214, LR, MC",682,2011,0.74,U.S.A.,2.75,Madagascar,738,most common,Average Amount,United States of America
674,Fresco,"Conacado, #213, DR, -C",682,2011,0.72,U.S.A.,3.25,Dominican Republic,738,most common,Average Amount,United States of America
675,Fresco,"Sambirano Valley, #215, MR, MC",688,2011,0.74,U.S.A.,3.0,Madagascar,738,most common,Average Amount,United States of America
676,Fresco,"Chuao, #218, MR, MC",745,2011,0.76,U.S.A.,3.25,Venezuela,738,most common,Average Amount,United States of America
677,Fresco,"Chuao, #217, DR, MC",745,2011,0.7,U.S.A.,4.0,Venezuela,738,most common,Average Amount,United States of America
678,Fresco,"Jamaica, #204, DR, SC",370,2009,0.8,U.S.A.,2.75,Jamaica,738,most common,High Amount,United States of America
679,Fresco,"Jamaica, #206, DR, LC",370,2009,0.7,U.S.A.,3.0,Jamaica,738,most common,Average Amount,United States of America
680,Fresco,"Jamaica, #205, DR, MC",370,2009,0.7,U.S.A.,3.25,Jamaica,738,most common,Average Amount,United States of America
681,Fresco,"Carenero Superior, #203, MR, SC",370,2009,0.65,U.S.A.,3.5,Venezuela,738,most common,Average Amount,United States of America
682,Friis Holm,"Rugoso, Bad Fermentation",1912,2016,0.7,Denmark,3.5,Nicaragua,15,extra rare,Average Amount,Denmark
683,Friis Holm (Bonnat),La Dalia,1680,2015,0.6,Denmark,3.0,Nicaragua,15,extra rare,Light Amount,Denmark
684,Friis Holm (Bonnat),La Dalia,1680,2015,0.85,Denmark,3.25,Nicaragua,15,extra rare,High Amount,Denmark
685,Friis Holm (Bonnat),La Dalia,1259,2014,0.7,Denmark,3.5,Nicaragua,15,extra rare,Average Amount,Denmark
686,Friis Holm (Bonnat),"Barba, Xoco",1034,2013,0.7,Denmark,3.25,Nicaragua,15,extra rare,Average Amount,Denmark
687,Friis Holm (Bonnat),"Medagla, Xoco",1034,2013,0.7,Denmark,3.5,Nicaragua,15,extra rare,Average Amount,Denmark
688,Friis Holm (Bonnat),"Chuno, triple turned, Xoco",895,2012,0.7,Denmark,3.25,Nicaragua,15,extra rare,Average Amount,Denmark
689,Friis Holm (Bonnat),"Red Mayan, Xoco",899,2012,0.7,Denmark,3.25,Honduras,15,extra rare,Average Amount,Denmark
690,Friis Holm (Bonnat),"Chuno, double turned, Xoco",899,2012,0.7,Denmark,3.25,Nicaragua,15,extra rare,Average Amount,Denmark
691,Friis Holm (Bonnat),"Rugoso, Xoco",923,2012,0.7,Denmark,3.75,Nicaragua,15,extra rare,Average Amount,Denmark
692,Friis Holm (Bonnat),"Johe, Xoco",623,2011,0.7,Denmark,3.25,Nicaragua,15,extra rare,Average Amount,Denmark
693,Friis Holm (Bonnat),"Chuno, Xoco",623,2011,0.7,Denmark,3.5,Nicaragua,15,extra rare,Average Amount,Denmark
694,Friis Holm (Bonnat),"Nicaliso, Xoco",623,2011,0.7,Denmark,3.5,Nicaragua,15,extra rare,Average Amount,Denmark
695,Fruition,"Wild Bolivian, Batch 2",1780,2016,0.74,U.S.A.,3.75,Bolivia,738,most common,Average Amount,United States of America
696,Fruition,"Coto Brus, Heirloom, Batch 1",1780,2016,0.74,U.S.A.,4.0,Costa Rica,738,most common,Average Amount,United States of America
697,Fruition,Gran Couva,1347,2014,0.7,U.S.A.,3.75,Trinidad,738,most common,Average Amount,United States of America
698,Fruition,Maranon,1359,2014,0.76,U.S.A.,3.0,Peru,738,most common,Average Amount,United States of America
699,Fruition,La Red,1046,2013,0.7,U.S.A.,3.75,Dominican Republic,738,most common,Average Amount,United States of America
700,Fruition,Camino Verde,1185,2013,0.75,U.S.A.,3.0,Ecuador,738,most common,Average Amount,United States of America
701,Fruition,Peru,863,2012,0.7,U.S.A.,2.5,Peru,738,most common,Average Amount,United States of America
702,Fruition,Signature Blend,753,2011,0.66,U.S.A.,3.25,Costa Rica,738,most common,Average Amount,United States of America
703,Fruition,Costa Rica,781,2011,0.7,U.S.A.,3.0,Costa Rica,738,most common,Average Amount,United States of America
704,Garden Island,"Kaua'I, Alea Estate +world",1367,2014,0.85,U.S.A.,2.5,Hawaii,738,most common,High Amount,United States of America
705,Georgia Ramon,Akesson P.,1642,2015,0.65,Germany,3.25,Madagascar,35,rare,Average Amount,Germany
706,Georgia Ramon,ABOCFA Coop,1642,2015,0.7,Germany,4.0,Ghana,35,rare,Average Amount,Germany
707,Georgia Ramon,Conacado Coop,1646,2015,0.7,Germany,3.5,Domincan Republic,35,rare,Average Amount,Germany
708,Georgia Ramon,Conacado Coop,1646,2015,0.8,Germany,3.5,Domincan Republic,35,rare,High Amount,Germany
709,Georgia Ramon,Akesson P.,1646,2015,0.75,Germany,3.5,Madagascar,35,rare,Average Amount,Germany
710,Glennmade,"Toledo District, 2015 Harvest",1848,2016,0.7,U.S.A.,3.5,Belize,738,most common,Average Amount,United States of America
711,Glennmade,Bahia,1672,2015,0.66,U.S.A.,3.0,Brazil,738,most common,Average Amount,United States of America
712,Goodnow Farms,"Almendra Blanca, batch 1004",1924,2016,0.77,U.S.A.,2.75,Mexico,738,most common,Average Amount,United States of America
713,Goodnow Farms,"El Carmen, batch 1003",1924,2016,0.77,U.S.A.,3.25,Nicaragua,738,most common,Average Amount,United States of America
714,Goodnow Farms,"Asochivite, batch 1005",1924,2016,0.77,U.S.A.,3.25,Guatemala,738,most common,Average Amount,United States of America
715,Grand Place,"Ben Tre, Dong Nai",741,2011,0.72,Vietnam,3.0,Vietnam,11,extra rare,Average Amount,Vietnam
716,Green Bean to Bar,Madagascar,1896,2016,0.7,Japan,3.5,Madagascar,17,extra rare,Average Amount,Japan
717,Grenada Chocolate Co.,Grenada,494,2010,0.82,Grenada,3.25,Grenada,3,extra rare,High Amount,Grenada
718,Grenada Chocolate Co.,Grenada,363,2009,0.6,Grenada,2.75,Grenada,3,extra rare,Light Amount,Grenada
719,Grenada Chocolate Co.,Grenada,241,2008,0.71,Grenada,2.5,Grenada,3,extra rare,Average Amount,Grenada
720,Guido Castagna,Arriba,355,2009,0.64,Italy,3.0,Ecuador,54,rare,Light Amount,Italy
721,Guido Castagna,Ghana,355,2009,0.64,Italy,3.0,Ghana,54,rare,Light Amount,Italy
722,Guido Castagna,Trinidad & Tobago,355,2009,0.64,Italy,3.0,"Trinidad, Tobago",54,rare,Light Amount,Italy
723,Guido Castagna,Lacri Blend,355,2009,0.76,Italy,3.0,Venezuela,54,rare,Average Amount,Italy
724,Guido Castagna,Blend,355,2009,0.64,Italy,3.25,"Ven, Trinidad, Ecuador",54,rare,Light Amount,Italy
725,Guittard,Haiti,1053,2013,0.65,U.S.A.,2.75,Haiti,738,most common,Average Amount,United States of America
726,Guittard,Nicaragua,1053,2013,0.65,U.S.A.,2.75,Nicaragua,738,most common,Average Amount,United States of America
727,Guittard,Jamaica,1053,2013,0.65,U.S.A.,3.25,Jamaica,738,most common,Average Amount,United States of America
728,Guittard,Ecuador,1053,2013,0.65,U.S.A.,3.5,Ecuador,738,most common,Average Amount,United States of America
729,Guittard,Trinidad,552,2010,0.65,U.S.A.,3.0,Trinidad,738,most common,Average Amount,United States of America
730,Guittard,"O'ahu, N. Shore, Waialua E., Kakoleka",316,2009,0.55,U.S.A.,3.0,Hawaii,738,most common,Light Amount,United States of America
731,Guittard,Machu Pichu,259,2008,0.65,U.S.A.,3.0,Peru,738,most common,Average Amount,United States of America
732,Guittard,Ocumare,276,2008,0.65,U.S.A.,3.5,Venezuela,738,most common,Average Amount,United States of America
733,Guittard,Chucuri,15,2006,0.65,U.S.A.,3.0,Colombia,738,most common,Average Amount,United States of America
734,Guittard,Sur del Lago,87,2006,0.65,U.S.A.,2.5,Venezuela,738,most common,Average Amount,United States of America
735,Guittard,"Sambirano, Ambanja",87,2006,0.65,U.S.A.,3.5,Madagascar,738,most common,Average Amount,United States of America
736,Guittard,"Los Rios, Quevedo",93,2006,0.65,U.S.A.,3.5,Ecuador,738,most common,Average Amount,United States of America
737,Habitual,Papua New Guinea,1197,2014,0.8,Canada,2.75,Papua New Guinea,117,somewhat rare,High Amount,Canada
738,Habitual,Dominican Republic,1197,2014,0.75,Canada,3.25,Dominican Republic,117,somewhat rare,Average Amount,Canada
739,Habitual,Sharkey,1201,2014,0.66,Canada,3.25,Hawaii,117,somewhat rare,Average Amount,Canada
740,Hachez,Arriba,166,2007,0.77,Germany,2.5,Ecuador,35,rare,Average Amount,Germany
741,Hacienda El Castillo,Don Homero- Cerecita Valley,1327,2014,0.55,Ecuador,2.75,Ecuador,54,rare,Light Amount,Ecuador
742,Hacienda El Castillo,Don Homero- Cerecita Valley,1327,2014,0.7,Ecuador,3.0,Ecuador,54,rare,Average Amount,Ecuador
743,Haigh,South America and Africa,701,2011,0.7,Australia,3.0,"South America, Africa",46,rare,Average Amount,Australia
744,Harper Macaw,"Vale do Juliana, w/ nibs",1808,2016,0.85,U.S.A.,3.25,Brazil,738,most common,High Amount,United States of America
745,Harper Macaw,Brazil Blend,1696,2015,0.67,U.S.A.,3.0,Brazil,738,most common,Average Amount,United States of America
746,Harper Macaw,"Tome Acu E., Amazon Rainforest",1700,2015,0.77,U.S.A.,3.5,Brazil,738,most common,Average Amount,United States of America
747,Harper Macaw,"Vale do Juliana E., Atlantic Forest",1700,2015,0.74,U.S.A.,3.5,Brazil,738,most common,Average Amount,United States of America
748,Heilemann,Peru,1876,2016,0.64,Germany,2.75,Peru,35,rare,Light Amount,Germany
749,Heirloom Cacao Preservation (Brasstown),"Maya Mtn, Moho R., Toledo D., 2015",1748,2016,0.7,U.S.A.,3.25,Belize,738,most common,Average Amount,United States of America
750,Heirloom Cacao Preservation (Fruition),"Cota Brus, Terciopelo, 2015",1748,2016,0.74,U.S.A.,3.5,Costa Rica,738,most common,Average Amount,United States of America
751,Heirloom Cacao Preservation (Guittard),"Alto Beni, Upper Rio Beni, 2014",1239,2014,0.67,U.S.A.,3.5,Bolivia,738,most common,Average Amount,United States of America
752,Heirloom Cacao Preservation (Guittard),"Wild Beni, Lower Rio Beni, Tranquilidad, 2014",1243,2014,0.67,U.S.A.,3.0,Bolivia,738,most common,Average Amount,United States of America
753,Heirloom Cacao Preservation (Guittard),"Los Rios, Hacienda Limon, Orecao, 2014",1243,2014,0.67,U.S.A.,3.75,Ecuador,738,most common,Average Amount,United States of America
754,Heirloom Cacao Preservation (Guittard),"Maunawili, O'ahu, Agri Research C., 2014",1243,2014,0.67,U.S.A.,3.75,Hawaii,738,most common,Average Amount,United States of America
755,Heirloom Cacao Preservation (Manoa),"Maunawili, O'ahu, Agri Research C., 2015",1744,2016,0.72,U.S.A.,3.5,Hawaii,738,most common,Average Amount,United States of America
756,Heirloom Cacao Preservation (Millcreek),"Los Rios, Hacienda Limon, Orecao, 2015",1744,2016,0.7,U.S.A.,3.5,Ecuador,738,most common,Average Amount,United States of America
757,Heirloom Cacao Preservation (Mindo),"Pinchincha, Mindo, Coop Nueva Esper., 2015",1748,2016,0.77,U.S.A.,3.5,Ecuador,738,most common,Average Amount,United States of America
758,Heirloom Cacao Preservation (Zokoko),"Alto Beni, Upper Rio Beni, 2015",1744,2016,0.68,U.S.A.,3.75,Bolivia,738,most common,Average Amount,United States of America
759,Heirloom Cacao Preservation (Zokoko),"Wild Beni, Lower Rio Beni, Tranquilidad, 2015",1744,2016,0.72,U.S.A.,4.0,Bolivia,738,most common,Average Amount,United States of America
760,hello cocoa,Uganda,1458,2015,0.57,U.S.A.,2.75,Uganda,738,most common,Light Amount,United States of America
761,hello cocoa,Venezuela,1462,2015,0.74,U.S.A.,3.5,Venezuela,738,most common,Average Amount,United States of America
762,hexx,Tanzania,1546,2015,0.7,U.S.A.,2.75,Tanzania,738,most common,Average Amount,United States of America
763,hexx,Madagascar,1546,2015,0.74,U.S.A.,3.0,Madagascar,738,most common,Average Amount,United States of America
764,hexx,Venezuela,1546,2015,0.7,U.S.A.,3.0,Venezuela,738,most common,Average Amount,United States of America
765,hexx,Ecuador,1550,2015,0.73,U.S.A.,3.25,Ecuador,738,most common,Average Amount,United States of America
766,hexx,Peru,1550,2015,0.7,U.S.A.,3.25,Peru,738,most common,Average Amount,United States of America
767,Hogarth,Akesson's Estate,1712,2016,0.7,New Zealand,2.75,Madagascar,17,extra rare,Average Amount,New Zealand
768,Hogarth,Carenero Superior,1712,2016,0.72,New Zealand,2.75,Venezuela,17,extra rare,Average Amount,New Zealand
769,Hogarth,Conacado,1712,2016,0.75,New Zealand,3.25,Domincan Republic,17,extra rare,Average Amount,New Zealand
770,Hogarth,Gran Blanco,1712,2016,0.66,New Zealand,3.5,Peru,17,extra rare,Average Amount,New Zealand
771,Hoja Verde (Tulicorp),Arriba,414,2009,0.8,Ecuador,2.0,Ecuador,54,rare,High Amount,Ecuador
772,Hoja Verde (Tulicorp),Manabi,414,2009,0.8,Ecuador,2.5,Ecuador,54,rare,High Amount,Ecuador
773,Hoja Verde (Tulicorp),Arriba,414,2009,0.72,Ecuador,3.0,Ecuador,54,rare,Average Amount,Ecuador
774,Hoja Verde (Tulicorp),Arriba,414,2009,0.58,Ecuador,3.25,Ecuador,54,rare,Light Amount,Ecuador
775,Hoja Verde (Tulicorp),Manabi,414,2009,0.58,Ecuador,3.5,Ecuador,54,rare,Light Amount,Ecuador
776,Holy Cacao,Maranon,1872,2016,0.7,Israel,2.75,Peru,9,extra rare,Average Amount,Israel
777,Holy Cacao,"Camino Verde P., Balao, Guayas",1466,2015,0.7,Israel,3.5,Ecuador,9,extra rare,Average Amount,Israel
778,Holy Cacao,Sambirano,1466,2015,0.7,Israel,3.5,Madagascar,9,extra rare,Average Amount,Israel
779,Holy Cacao,Gran Couva,1466,2015,0.7,Israel,3.5,Trinidad,9,extra rare,Average Amount,Israel
780,Holy Cacao,Mara,1466,2015,0.7,Israel,3.5,Venezuela,9,extra rare,Average Amount,Israel
781,Holy Cacao,Ivory Coast,431,2009,0.7,Israel,2.5,Ivory Coast,9,extra rare,Average Amount,Israel
782,Holy Cacao,Hispaniola,431,2009,0.7,Israel,2.75,Dominican Republic,9,extra rare,Average Amount,Israel
783,Holy Cacao,San Martin,431,2009,0.7,Israel,3.5,Peru,9,extra rare,Average Amount,Israel
784,Holy Cacao,Hispaniola w/ nibs,431,2009,0.75,Israel,3.75,Dominican Republic,9,extra rare,Average Amount,Israel
785,Honest,"Ecuador, w/ nibs",1327,2014,0.72,South Africa,2.5,Ecuador,3,extra rare,Average Amount,South Africa
786,Hotel Chocolat,"Pepiniere, single Cote",1654,2015,0.7,U.K.,2.75,St. Lucia,95,somewhat rare,Average Amount,United Kingdom
787,Hotel Chocolat,"Marcial, single Cote, 2012",1030,2013,0.7,U.K.,4.0,St. Lucia,95,somewhat rare,Average Amount,United Kingdom
788,Hotel Chocolat,"Island Growers, 2012, 120hr c.",1113,2013,1.0,U.K.,1.75,St. Lucia,95,somewhat rare,High Amount,United Kingdom
789,Hotel Chocolat (Coppeneur),Trinidad,1038,2013,0.75,U.K.,3.0,Trinidad,95,somewhat rare,Average Amount,United Kingdom
790,Hotel Chocolat (Coppeneur),Mekong Delta & Dong Nai,1038,2013,0.8,U.K.,3.5,Vietnam,95,somewhat rare,High Amount,United Kingdom
791,Hotel Chocolat (Coppeneur),"Los Rios, H. Iara",1065,2013,0.9,U.K.,3.0,Ecuador,95,somewhat rare,High Amount,United Kingdom
792,Hotel Chocolat (Coppeneur),"Somia Plantation, Akesson, 2012",1065,2013,0.72,U.K.,3.0,Madagascar,95,somewhat rare,Average Amount,United Kingdom
793,Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012",1065,2013,0.82,U.K.,3.5,Ecuador,95,somewhat rare,High Amount,United Kingdom
794,Hotel Chocolat (Coppeneur),"Chanchamayo, Pichanadi, 2012, 60hr c.",1109,2013,1.0,U.K.,2.75,Peru,95,somewhat rare,High Amount,United Kingdom
795,Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012, 120hr c.",1113,2013,1.0,U.K.,2.5,Ecuador,95,somewhat rare,High Amount,United Kingdom
796,Hotel Chocolat (Coppeneur),"Conacado, 2012, 120hr c.",1113,2013,1.0,U.K.,2.75,Dominican Republic,95,somewhat rare,High Amount,United Kingdom
797,Hotel Chocolat (Coppeneur),Sambirano,809,2012,0.66,U.K.,3.5,Madagascar,95,somewhat rare,Average Amount,United Kingdom
798,Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 96hr c.",623,2011,0.8,U.K.,3.0,Ecuador,95,somewhat rare,High Amount,United Kingdom
