,Company_(Maker-if known),Specific Bean Origin_or Bar Name,REF,Review_Date,Cocoa_Percent,Company_Location,Rating,Broad Bean_Origin,Company Latitude,Company Logitude,Company_Location_Count,Location Rarity Classification,Cocoa Amount Group,Bean Origin Longitude,Bean Origin Latitude,Bean_Origin_Count,Bean_Origin_Category
615,Ethereal,Ecuador,1275,2014,0.8,U.S.A.,3.5,Ecuador,37.09,-95.71,738,most common,High Amount,-78.1834,-1.8312,41,Common
616,Ethereal,Dominican Republic,1275,2014,0.8,U.S.A.,3.75,Dominican Republic,37.09,-95.71,738,most common,High Amount,-70.1627,18.7357,37,Common
617,Fearless (AMMA),"Monte Alegre, D. Badaro, Raw, Organic",565,2010,0.75,U.S.A.,2.75,Brazil,37.09,-95.71,738,most common,Average Amount,-51.9253,-14.235,1,Extra Rare
618,Feitoria Cacao,Blue Mountain,1732,2016,0.76,Portugal,3.0,Jamaica,39.39,-8.22,3,extra rare,Average Amount,-77.2975,18.1096,1,Extra Rare
619,Feitoria Cacao,Cuyagua,1736,2016,0.76,Portugal,2.5,Venezuela,39.39,-8.22,3,extra rare,Average Amount,-66.5897,6.4238,6,Somewhat Rare
620,Feitoria Cacao,Maya Mountain,1736,2016,0.76,Portugal,2.75,Belize,39.39,-8.22,3,extra rare,Average Amount,-88.4977,17.1899,10,Somewhat Common
621,Felchlin,Grenada,494,2010,0.58,Switzerland,3.5,Grenada,46.82,8.23,35,rare,Light Amount,-61.6042,12.1165,11,Somewhat Common
622,Felchlin,Elvesia P.,105,2006,0.74,Switzerland,3.0,Dominican Republic,46.82,8.23,35,rare,Average Amount,-70.1627,18.7357,5,Somewhat Rare
623,Felchlin,"Madagascar, Grand Cru",48,2006,0.64,Switzerland,3.0,Madagascar,46.82,8.23,35,rare,Light Amount,46.8691,-18.7669,1,Extra Rare
624,Felchlin,Maracaibo Clasificado,48,2006,0.65,Switzerland,3.0,Venezuela,46.82,8.23,35,rare,Average Amount,-66.5897,6.4238,1,Extra Rare
625,Felchlin,Arriba,48,2006,0.72,Switzerland,3.5,Ecuador,46.82,8.23,35,rare,Average Amount,-78.1834,-1.8312,7,Somewhat Rare
626,Felchlin,"Alto Beni, Cru Savage",56,2006,0.68,Switzerland,4.0,Bolivia,46.82,8.23,35,rare,Average Amount,-63.5887,-16.2902,1,Extra Rare
627,Finca,Puerto Rico,1283,2014,0.65,U.S.A.,2.25,Puerto Rico,37.09,-95.71,738,most common,Average Amount,-66.5901,18.2208,5,Somewhat Rare
628,Finca,Dominican Republic,1283,2014,0.8,U.S.A.,3.0,Dominican Republic,37.09,-95.71,738,most common,High Amount,-70.1627,18.7357,37,Common
629,Finca,Dominican Republic,1283,2014,0.7,U.S.A.,3.25,Dominican Republic,37.09,-95.71,738,most common,Average Amount,-70.1627,18.7357,37,Common
630,Finca,Dominican Republic,1287,2014,0.85,U.S.A.,2.5,Dominican Republic,37.09,-95.71,738,most common,High Amount,-70.1627,18.7357,37,Common
631,Forever Cacao,Rio Eni,1267,2014,0.72,U.K.,2.75,Peru,55.37,-1.17,95,somewhat rare,Average Amount,-75.0152,-9.189967,1,Extra Rare
632,Forteza (Cortes),Dominican Republic,1776,2016,0.7,Puerto Rico,2.75,Dominican Republic,18.22,-66.59,4,extra rare,Average Amount,-70.1627,18.7357,37,Common
633,Forteza (Cortes),Puerto Rico,1776,2016,0.8,Puerto Rico,2.75,Dominican Republic,18.22,-66.59,4,extra rare,High Amount,-70.1627,18.7357,5,Somewhat Rare
634,Fossa,"Akesson's E., Sambirano V.",1772,2016,0.7,Singapore,2.75,Madagascar,1.35,103.82,3,extra rare,Average Amount,46.8691,-18.7669,2,Rare
635,Fossa,"Camino Verde P., Balao, Guayas",1776,2016,0.75,Singapore,3.5,Ecuador,1.35,103.82,3,extra rare,Average Amount,-78.1834,-1.8312,7,Somewhat Rare
636,Fossa,"Kokoa Kamili Coop, Kilombero",1776,2016,0.67,Singapore,3.75,Tanzania,1.35,103.82,3,extra rare,Average Amount,34.8888,-6.369028,1,Extra Rare
637,Franceschi,Choroni,1355,2014,0.7,Venezuela,3.5,Venezuela,6.42,-66.59,20,extra rare,Average Amount,-66.5897,6.4238,2,Rare
638,Franceschi,Ocumare,1355,2014,0.7,Venezuela,3.75,Venezuela,6.42,-66.59,20,extra rare,Average Amount,-66.5897,6.4238,17,Common
639,Franceschi,Canoabo,911,2012,0.7,Venezuela,3.75,Venezuela,6.42,-66.59,20,extra rare,Average Amount,-66.5897,6.4238,1,Extra Rare
640,Franceschi,Sur del Lago,915,2012,0.6,Venezuela,3.5,Venezuela,6.42,-66.59,20,extra rare,Light Amount,-66.5897,6.4238,6,Somewhat Rare
641,Frederic Blondeel,Costa Rica,1538,2015,0.7,Belgium,3.5,Costa Rica,50.85,4.47,37,rare,Average Amount,-84.0739,9.7489,11,Somewhat Common
642,Frederic Blondeel,Peru Brutus,1538,2015,0.75,Belgium,3.5,Peru,50.85,4.47,37,rare,Average Amount,-75.0152,-9.189967,1,Extra Rare
643,Frederic Blondeel,Vietnam,1542,2015,0.8,Belgium,3.0,Vietnam,50.85,4.47,37,rare,High Amount,108.2772,14.0583,5,Somewhat Rare
644,Frederic Blondeel,Ghana,1351,2014,0.6,Belgium,3.5,Ghana,50.85,4.47,37,rare,Light Amount,-1.0232,7.9465,15,Somewhat Common
645,Frederic Blondeel,Madagascar,1351,2014,0.65,Belgium,3.5,Madagascar,50.85,4.47,37,rare,Average Amount,46.8691,-18.7669,56,Common
646,French Broad,"Norandino, batch 161208",1940,2017,0.7,U.S.A.,3.5,Peru,37.09,-95.71,738,most common,Average Amount,-75.0152,-9.189967,1,Extra Rare
647,French Broad,Guatemala,1634,2015,0.73,U.S.A.,3.5,Guatemala,37.09,-95.71,738,most common,Average Amount,-90.2308,15.7835,5,Somewhat Rare
648,French Broad,San Andres,1209,2014,0.8,U.S.A.,3.0,Costa Rica,37.09,-95.71,738,most common,High Amount,-84.0739,9.7489,2,Rare
649,French Broad,Matagalpa,1295,2014,0.68,U.S.A.,3.25,Nicaragua,37.09,-95.71,738,most common,Average Amount,-85.2072,12.8654,3,Somewhat Rare
650,French Broad,"Palo Blanco, Chulucanas",1042,2013,0.66,U.S.A.,3.5,Peru,37.09,-95.71,738,most common,Average Amount,-75.0152,-9.189967,2,Rare
651,French Broad,Tumbes Coop,883,2012,0.7,U.S.A.,2.5,Peru,37.09,-95.71,738,most common,Average Amount,-75.0152,-9.189967,1,Extra Rare
652,French Broad,"Palo Blanco, Chulucanas",883,2012,0.61,U.S.A.,3.5,Peru,37.09,-95.71,738,most common,Light Amount,-75.0152,-9.189967,2,Rare
653,French Broad,"Palo Blanco w/ panela, Chulucanas",887,2012,0.81,U.S.A.,2.0,Peru,37.09,-95.71,738,most common,High Amount,-75.0152,-9.189967,1,Extra Rare
654,French Broad,"Maranon Canyon, Fortunato No. 4",781,2011,0.7,U.S.A.,3.5,Peru,37.09,-95.71,738,most common,Average Amount,-75.0152,-9.189967,3,Somewhat Rare
655,French Broad,La Red,785,2011,0.65,U.S.A.,3.5,Dominican Republic,37.09,-95.71,738,most common,Average Amount,-70.1627,18.7357,11,Somewhat Common
656,Fresco,"Maranon, #228, MR, SC",1383,2014,0.7,U.S.A.,3.0,Peru,37.09,-95.71,738,most common,Average Amount,-75.0152,-9.189967,1,Extra Rare
657,Fresco,"Maranon, #227, LR, MC",1383,2014,0.7,U.S.A.,3.5,Peru,37.09,-95.71,738,most common,Average Amount,-75.0152,-9.189967,1,Extra Rare
658,Fresco,"Maranon, #229, MR, LC",1383,2014,0.7,U.S.A.,3.5,Peru,37.09,-95.71,738,most common,Average Amount,-75.0152,-9.189967,1,Extra Rare
659,Fresco,"Maranon, #230, DR, LC",1387,2014,0.7,U.S.A.,3.5,Peru,37.09,-95.71,738,most common,Average Amount,-75.0152,-9.189967,1,Extra Rare
660,Fresco,"Conacado, #223, MR, SC",1030,2013,0.72,U.S.A.,3.25,Dominican Republic,37.09,-95.71,738,most common,Average Amount,-70.1627,18.7357,1,Extra Rare
661,Fresco,"Conacado, #224, MR, MC",1081,2013,0.72,U.S.A.,3.75,Dominican Republic,37.09,-95.71,738,most common,Average Amount,-70.1627,18.7357,1,Extra Rare
662,Fresco,"San Martin, Bellavista Coop, #226, DR, MC",1117,2013,0.7,U.S.A.,3.75,Peru,37.09,-95.71,738,most common,Average Amount,-75.0152,-9.189967,1,Extra Rare
663,Fresco,"Bellavista Coop, #225, LR, MC, CG Exclusive",1149,2013,0.7,U.S.A.,4.0,Peru,37.09,-95.71,738,most common,Average Amount,-75.0152,-9.189967,1,Extra Rare
664,Fresco,"Markham Valley, #219, LR, MC",899,2012,0.69,U.S.A.,3.5,Papua New Guinea,37.09,-95.71,738,most common,Average Amount,147.3257,-6.314993,1,Extra Rare
665,Fresco,"Markham Valley, #221, DR, MC",899,2012,0.69,U.S.A.,3.5,Papua New Guinea,37.09,-95.71,738,most common,Average Amount,147.3257,-6.314993,1,Extra Rare
666,Fresco,"Sambirano Valley, #216, MR, LC",915,2012,0.74,U.S.A.,4.0,Madagascar,37.09,-95.71,738,most common,Average Amount,46.8691,-18.7669,1,Extra Rare
667,Fresco,"Markham Valley, #220, MR, MC",927,2012,0.69,U.S.A.,4.0,Papua New Guinea,37.09,-95.71,738,most common,Average Amount,147.3257,-6.314993,1,Extra Rare
668,Fresco,"Markham Valley, #222, LR, 0C",931,2012,0.69,U.S.A.,3.0,Papua New Guinea,37.09,-95.71,738,most common,Average Amount,147.3257,-6.314993,1,Extra Rare
669,Fresco,"Ghana, #211, MR, MC",636,2011,0.74,U.S.A.,2.75,Ghana,37.09,-95.71,738,most common,Average Amount,-1.0232,7.9465,1,Extra Rare
670,Fresco,"Jamaica, #209, DR, SC",642,2011,0.7,U.S.A.,3.25,Jamaica,37.09,-95.71,738,most common,Average Amount,-77.2975,18.1096,1,Extra Rare
671,Fresco,"Conacado, #212, LR, SC",642,2011,0.72,U.S.A.,3.5,Dominican Republic,37.09,-95.71,738,most common,Average Amount,-70.1627,18.7357,1,Extra Rare
672,Fresco,"Jamaica, #210, DR, MC",642,2011,0.7,U.S.A.,3.5,Jamaica,37.09,-95.71,738,most common,Average Amount,-77.2975,18.1096,1,Extra Rare
673,Fresco,"Sambirano Valley, #214, LR, MC",682,2011,0.74,U.S.A.,2.75,Madagascar,37.09,-95.71,738,most common,Average Amount,46.8691,-18.7669,1,Extra Rare
674,Fresco,"Conacado, #213, DR, -C",682,2011,0.72,U.S.A.,3.25,Dominican Republic,37.09,-95.71,738,most common,Average Amount,-70.1627,18.7357,1,Extra Rare
675,Fresco,"Sambirano Valley, #215, MR, MC",688,2011,0.74,U.S.A.,3.0,Madagascar,37.09,-95.71,738,most common,Average Amount,46.8691,-18.7669,1,Extra Rare
676,Fresco,"Chuao, #218, MR, MC",745,2011,0.76,U.S.A.,3.25,Venezuela,37.09,-95.71,738,most common,Average Amount,-66.5897,6.4238,1,Extra Rare
677,Fresco,"Chuao, #217, DR, MC",745,2011,0.7,U.S.A.,4.0,Venezuela,37.09,-95.71,738,most common,Average Amount,-66.5897,6.4238,1,Extra Rare
678,Fresco,"Jamaica, #204, DR, SC",370,2009,0.8,U.S.A.,2.75,Jamaica,37.09,-95.71,738,most common,High Amount,-77.2975,18.1096,1,Extra Rare
679,Fresco,"Jamaica, #206, DR, LC",370,2009,0.7,U.S.A.,3.0,Jamaica,37.09,-95.71,738,most common,Average Amount,-77.2975,18.1096,1,Extra Rare
680,Fresco,"Jamaica, #205, DR, MC",370,2009,0.7,U.S.A.,3.25,Jamaica,37.09,-95.71,738,most common,Average Amount,-77.2975,18.1096,1,Extra Rare
681,Fresco,"Carenero Superior, #203, MR, SC",370,2009,0.65,U.S.A.,3.5,Venezuela,37.09,-95.71,738,most common,Average Amount,-66.5897,6.4238,1,Extra Rare
682,Friis Holm,"Rugoso, Bad Fermentation",1912,2016,0.7,Denmark,3.5,Nicaragua,56.26,9.5,15,extra rare,Average Amount,-85.2072,12.8654,1,Extra Rare
683,Friis Holm (Bonnat),La Dalia,1680,2015,0.6,Denmark,3.0,Nicaragua,56.26,9.5,15,extra rare,Light Amount,-85.2072,12.8654,4,Somewhat Rare
684,Friis Holm (Bonnat),La Dalia,1680,2015,0.85,Denmark,3.25,Nicaragua,56.26,9.5,15,extra rare,High Amount,-85.2072,12.8654,4,Somewhat Rare
685,Friis Holm (Bonnat),La Dalia,1259,2014,0.7,Denmark,3.5,Nicaragua,56.26,9.5,15,extra rare,Average Amount,-85.2072,12.8654,4,Somewhat Rare
686,Friis Holm (Bonnat),"Barba, Xoco",1034,2013,0.7,Denmark,3.25,Nicaragua,56.26,9.5,15,extra rare,Average Amount,-85.2072,12.8654,1,Extra Rare
687,Friis Holm (Bonnat),"Medagla, Xoco",1034,2013,0.7,Denmark,3.5,Nicaragua,56.26,9.5,15,extra rare,Average Amount,-85.2072,12.8654,1,Extra Rare
688,Friis Holm (Bonnat),"Chuno, triple turned, Xoco",895,2012,0.7,Denmark,3.25,Nicaragua,56.26,9.5,15,extra rare,Average Amount,-85.2072,12.8654,1,Extra Rare
689,Friis Holm (Bonnat),"Red Mayan, Xoco",899,2012,0.7,Denmark,3.25,Honduras,56.26,9.5,15,extra rare,Average Amount,-86.2419,15.2,1,Extra Rare
690,Friis Holm (Bonnat),"Chuno, double turned, Xoco",899,2012,0.7,Denmark,3.25,Nicaragua,56.26,9.5,15,extra rare,Average Amount,-85.2072,12.8654,1,Extra Rare
691,Friis Holm (Bonnat),"Rugoso, Xoco",923,2012,0.7,Denmark,3.75,Nicaragua,56.26,9.5,15,extra rare,Average Amount,-85.2072,12.8654,1,Extra Rare
692,Friis Holm (Bonnat),"Johe, Xoco",623,2011,0.7,Denmark,3.25,Nicaragua,56.26,9.5,15,extra rare,Average Amount,-85.2072,12.8654,1,Extra Rare
693,Friis Holm (Bonnat),"Chuno, Xoco",623,2011,0.7,Denmark,3.5,Nicaragua,56.26,9.5,15,extra rare,Average Amount,-85.2072,12.8654,2,Rare
694,Friis Holm (Bonnat),"Nicaliso, Xoco",623,2011,0.7,Denmark,3.5,Nicaragua,56.26,9.5,15,extra rare,Average Amount,-85.2072,12.8654,2,Rare
695,Fruition,"Wild Bolivian, Batch 2",1780,2016,0.74,U.S.A.,3.75,Bolivia,37.09,-95.71,738,most common,Average Amount,-63.5887,-16.2902,1,Extra Rare
696,Fruition,"Coto Brus, Heirloom, Batch 1",1780,2016,0.74,U.S.A.,4.0,Costa Rica,37.09,-95.71,738,most common,Average Amount,-84.0739,9.7489,1,Extra Rare
697,Fruition,Gran Couva,1347,2014,0.7,U.S.A.,3.75,Trinidad,37.09,-95.71,738,most common,Average Amount,-61.2225,10.6918,6,Somewhat Rare
698,Fruition,Maranon,1359,2014,0.76,U.S.A.,3.0,Peru,37.09,-95.71,738,most common,Average Amount,-75.0152,-9.189967,3,Somewhat Rare
699,Fruition,La Red,1046,2013,0.7,U.S.A.,3.75,Dominican Republic,37.09,-95.71,738,most common,Average Amount,-70.1627,18.7357,11,Somewhat Common
700,Fruition,Camino Verde,1185,2013,0.75,U.S.A.,3.0,Ecuador,37.09,-95.71,738,most common,Average Amount,-78.1834,-1.8312,5,Somewhat Rare
701,Fruition,Peru,863,2012,0.7,U.S.A.,2.5,Peru,37.09,-95.71,738,most common,Average Amount,-75.0152,-9.189967,45,Common
702,Fruition,Signature Blend,753,2011,0.66,U.S.A.,3.25,Costa Rica,37.09,-95.71,738,most common,Average Amount,-84.0739,9.7489,1,Extra Rare
703,Fruition,Costa Rica,781,2011,0.7,U.S.A.,3.0,Costa Rica,37.09,-95.71,738,most common,Average Amount,-84.0739,9.7489,11,Somewhat Common
704,Garden Island,"Kaua'I, Alea Estate +world",1367,2014,0.85,U.S.A.,2.5,Hawaii,37.09,-95.71,738,most common,High Amount,-155.5828,19.8968,1,Extra Rare
705,Georgia Ramon,Akesson P.,1642,2015,0.65,Germany,3.25,Madagascar,51.17,10.45,35,rare,Average Amount,46.8691,-18.7669,2,Rare
706,Georgia Ramon,ABOCFA Coop,1642,2015,0.7,Germany,4.0,Ghana,51.17,10.45,35,rare,Average Amount,-1.0232,7.9465,1,Extra Rare
707,Georgia Ramon,Conacado Coop,1646,2015,0.7,Germany,3.5,Dominican Republic,51.17,10.45,35,rare,Average Amount,-70.1627,18.7357,2,Rare
708,Georgia Ramon,Conacado Coop,1646,2015,0.8,Germany,3.5,Dominican Republic,51.17,10.45,35,rare,High Amount,-70.1627,18.7357,2,Rare
709,Georgia Ramon,Akesson P.,1646,2015,0.75,Germany,3.5,Madagascar,51.17,10.45,35,rare,Average Amount,46.8691,-18.7669,2,Rare
710,Glennmade,"Toledo District, 2015 Harvest",1848,2016,0.7,U.S.A.,3.5,Belize,37.09,-95.71,738,most common,Average Amount,-88.4977,17.1899,1,Extra Rare
711,Glennmade,Bahia,1672,2015,0.66,U.S.A.,3.0,Brazil,37.09,-95.71,738,most common,Average Amount,-51.9253,-14.235,4,Somewhat Rare
712,Goodnow Farms,"Almendra Blanca, batch 1004",1924,2016,0.77,U.S.A.,2.75,Mexico,37.09,-95.71,738,most common,Average Amount,-102.5528,23.6345,1,Extra Rare
713,Goodnow Farms,"El Carmen, batch 1003",1924,2016,0.77,U.S.A.,3.25,Nicaragua,37.09,-95.71,738,most common,Average Amount,-85.2072,12.8654,1,Extra Rare
714,Goodnow Farms,"Asochivite, batch 1005",1924,2016,0.77,U.S.A.,3.25,Guatemala,37.09,-95.71,738,most common,Average Amount,-90.2308,15.7835,1,Extra Rare
715,Grand Place,"Ben Tre, Dong Nai",741,2011,0.72,Vietnam,3.0,Vietnam,14.06,108.28,11,extra rare,Average Amount,108.2772,14.0583,1,Extra Rare
716,Green Bean to Bar,Madagascar,1896,2016,0.7,Japan,3.5,Madagascar,36.2,138.25,17,extra rare,Average Amount,46.8691,-18.7669,56,Common
717,Grenada Chocolate Co.,Grenada,494,2010,0.82,Grenada,3.25,Grenada,12.12,-61.68,3,extra rare,High Amount,-61.6042,12.1165,11,Somewhat Common
718,Grenada Chocolate Co.,Grenada,363,2009,0.6,Grenada,2.75,Grenada,12.12,-61.68,3,extra rare,Light Amount,-61.6042,12.1165,11,Somewhat Common
719,Grenada Chocolate Co.,Grenada,241,2008,0.71,Grenada,2.5,Grenada,12.12,-61.68,3,extra rare,Average Amount,-61.6042,12.1165,11,Somewhat Common
720,Guido Castagna,Arriba,355,2009,0.64,Italy,3.0,Ecuador,41.87,12.57,54,rare,Light Amount,-78.1834,-1.8312,7,Somewhat Rare
721,Guido Castagna,Ghana,355,2009,0.64,Italy,3.0,Ghana,41.87,12.57,54,rare,Light Amount,-1.0232,7.9465,15,Somewhat Common
722,Guido Castagna,Trinidad & Tobago,355,2009,0.64,Italy,3.0,Trinidad,41.87,12.57,54,rare,Light Amount,-61.2225,10.6918,2,Rare
723,Guido Castagna,Lacri Blend,355,2009,0.76,Italy,3.0,Venezuela,41.87,12.57,54,rare,Average Amount,-66.5897,6.4238,1,Extra Rare
724,Guido Castagna,Blend,355,2009,0.64,Italy,3.25,Venezuela,41.87,12.57,54,rare,Light Amount,-66.5897,6.4238,3,Somewhat Rare
725,Guittard,Haiti,1053,2013,0.65,U.S.A.,2.75,Haiti,37.09,-95.71,738,most common,Average Amount,-72.2852,18.9712,3,Somewhat Rare
726,Guittard,Nicaragua,1053,2013,0.65,U.S.A.,2.75,Nicaragua,37.09,-95.71,738,most common,Average Amount,-85.2072,12.8654,9,Somewhat Rare
727,Guittard,Jamaica,1053,2013,0.65,U.S.A.,3.25,Jamaica,37.09,-95.71,738,most common,Average Amount,-77.2975,18.1096,8,Somewhat Rare
728,Guittard,Ecuador,1053,2013,0.65,U.S.A.,3.5,Ecuador,37.09,-95.71,738,most common,Average Amount,-78.1834,-1.8312,41,Common
729,Guittard,Trinidad,552,2010,0.65,U.S.A.,3.0,Trinidad,37.09,-95.71,738,most common,Average Amount,-61.2225,10.6918,11,Somewhat Common
730,Guittard,"O'ahu, N. Shore, Waialua E., Kakoleka",316,2009,0.55,U.S.A.,3.0,Hawaii,37.09,-95.71,738,most common,Light Amount,-155.5828,19.8968,1,Extra Rare
731,Guittard,Machu Pichu,259,2008,0.65,U.S.A.,3.0,Peru,37.09,-95.71,738,most common,Average Amount,-75.0152,-9.189967,1,Extra Rare
732,Guittard,Ocumare,276,2008,0.65,U.S.A.,3.5,Venezuela,37.09,-95.71,738,most common,Average Amount,-66.5897,6.4238,17,Common
733,Guittard,Chucuri,15,2006,0.65,U.S.A.,3.0,Colombia,37.09,-95.71,738,most common,Average Amount,-74.2973,4.5709,1,Extra Rare
734,Guittard,Sur del Lago,87,2006,0.65,U.S.A.,2.5,Venezuela,37.09,-95.71,738,most common,Average Amount,-66.5897,6.4238,6,Somewhat Rare
735,Guittard,"Sambirano, Ambanja",87,2006,0.65,U.S.A.,3.5,Madagascar,37.09,-95.71,738,most common,Average Amount,46.8691,-18.7669,1,Extra Rare
736,Guittard,"Los Rios, Quevedo",93,2006,0.65,U.S.A.,3.5,Ecuador,37.09,-95.71,738,most common,Average Amount,-78.1834,-1.8312,1,Extra Rare
737,Habitual,Papua New Guinea,1197,2014,0.8,Canada,2.75,Papua New Guinea,56.13,-106.35,117,somewhat rare,High Amount,147.3257,-6.314993,15,Somewhat Common
738,Habitual,Dominican Republic,1197,2014,0.75,Canada,3.25,Dominican Republic,56.13,-106.35,117,somewhat rare,Average Amount,-70.1627,18.7357,37,Common
739,Habitual,Sharkey,1201,2014,0.66,Canada,3.25,Hawaii,56.13,-106.35,117,somewhat rare,Average Amount,-155.5828,19.8968,1,Extra Rare
740,Hachez,Arriba,166,2007,0.77,Germany,2.5,Ecuador,51.17,10.45,35,rare,Average Amount,-78.1834,-1.8312,7,Somewhat Rare
741,Hacienda El Castillo,Don Homero- Cerecita Valley,1327,2014,0.55,Ecuador,2.75,Ecuador,-1.83,-78.18,54,rare,Light Amount,-78.1834,-1.8312,2,Rare
742,Hacienda El Castillo,Don Homero- Cerecita Valley,1327,2014,0.7,Ecuador,3.0,Ecuador,-1.83,-78.18,54,rare,Average Amount,-78.1834,-1.8312,2,Rare
743,Haigh,South America and Africa,701,2011,0.7,Australia,3.0,South America,-25.27,133.78,46,rare,Average Amount,-57.5,-10.0,1,Extra Rare
744,Harper Macaw,"Vale do Juliana, w/ nibs",1808,2016,0.85,U.S.A.,3.25,Brazil,37.09,-95.71,738,most common,High Amount,-51.9253,-14.235,1,Extra Rare
745,Harper Macaw,Brazil Blend,1696,2015,0.67,U.S.A.,3.0,Brazil,37.09,-95.71,738,most common,Average Amount,-51.9253,-14.235,1,Extra Rare
746,Harper Macaw,"Tome Acu E., Amazon Rainforest",1700,2015,0.77,U.S.A.,3.5,Brazil,37.09,-95.71,738,most common,Average Amount,-51.9253,-14.235,1,Extra Rare
747,Harper Macaw,"Vale do Juliana E., Atlantic Forest",1700,2015,0.74,U.S.A.,3.5,Brazil,37.09,-95.71,738,most common,Average Amount,-51.9253,-14.235,1,Extra Rare
748,Heilemann,Peru,1876,2016,0.64,Germany,2.75,Peru,51.17,10.45,35,rare,Light Amount,-75.0152,-9.189967,45,Common
749,Heirloom Cacao Preservation (Brasstown),"Maya Mtn, Moho R., Toledo D., 2015",1748,2016,0.7,U.S.A.,3.25,Belize,37.09,-95.71,738,most common,Average Amount,-88.4977,17.1899,1,Extra Rare
750,Heirloom Cacao Preservation (Fruition),"Cota Brus, Terciopelo, 2015",1748,2016,0.74,U.S.A.,3.5,Costa Rica,37.09,-95.71,738,most common,Average Amount,-84.0739,9.7489,1,Extra Rare
751,Heirloom Cacao Preservation (Guittard),"Alto Beni, Upper Rio Beni, 2014",1239,2014,0.67,U.S.A.,3.5,Bolivia,37.09,-95.71,738,most common,Average Amount,-63.5887,-16.2902,1,Extra Rare
752,Heirloom Cacao Preservation (Guittard),"Wild Beni, Lower Rio Beni, Tranquilidad, 2014",1243,2014,0.67,U.S.A.,3.0,Bolivia,37.09,-95.71,738,most common,Average Amount,-63.5887,-16.2902,1,Extra Rare
753,Heirloom Cacao Preservation (Guittard),"Los Rios, Hacienda Limon, Orecao, 2014",1243,2014,0.67,U.S.A.,3.75,Ecuador,37.09,-95.71,738,most common,Average Amount,-78.1834,-1.8312,1,Extra Rare
754,Heirloom Cacao Preservation (Guittard),"Maunawili, O'ahu, Agri Research C., 2014",1243,2014,0.67,U.S.A.,3.75,Hawaii,37.09,-95.71,738,most common,Average Amount,-155.5828,19.8968,1,Extra Rare
755,Heirloom Cacao Preservation (Manoa),"Maunawili, O'ahu, Agri Research C., 2015",1744,2016,0.72,U.S.A.,3.5,Hawaii,37.09,-95.71,738,most common,Average Amount,-155.5828,19.8968,1,Extra Rare
756,Heirloom Cacao Preservation (Millcreek),"Los Rios, Hacienda Limon, Orecao, 2015",1744,2016,0.7,U.S.A.,3.5,Ecuador,37.09,-95.71,738,most common,Average Amount,-78.1834,-1.8312,1,Extra Rare
757,Heirloom Cacao Preservation (Mindo),"Pinchincha, Mindo, Coop Nueva Esper., 2015",1748,2016,0.77,U.S.A.,3.5,Ecuador,37.09,-95.71,738,most common,Average Amount,-78.1834,-1.8312,1,Extra Rare
758,Heirloom Cacao Preservation (Zokoko),"Alto Beni, Upper Rio Beni, 2015",1744,2016,0.68,U.S.A.,3.75,Bolivia,37.09,-95.71,738,most common,Average Amount,-63.5887,-16.2902,1,Extra Rare
759,Heirloom Cacao Preservation (Zokoko),"Wild Beni, Lower Rio Beni, Tranquilidad, 2015",1744,2016,0.72,U.S.A.,4.0,Bolivia,37.09,-95.71,738,most common,Average Amount,-63.5887,-16.2902,1,Extra Rare
760,hello cocoa,Uganda,1458,2015,0.57,U.S.A.,2.75,Uganda,37.09,-95.71,738,most common,Light Amount,32.2903,1.3733,6,Somewhat Rare
761,hello cocoa,Venezuela,1462,2015,0.74,U.S.A.,3.5,Venezuela,37.09,-95.71,738,most common,Average Amount,-66.5897,6.4238,21,Common
762,hexx,Tanzania,1546,2015,0.7,U.S.A.,2.75,Tanzania,37.09,-95.71,738,most common,Average Amount,34.8888,-6.369028,11,Somewhat Common
763,hexx,Madagascar,1546,2015,0.74,U.S.A.,3.0,Madagascar,37.09,-95.71,738,most common,Average Amount,46.8691,-18.7669,56,Common
764,hexx,Venezuela,1546,2015,0.7,U.S.A.,3.0,Venezuela,37.09,-95.71,738,most common,Average Amount,-66.5897,6.4238,21,Common
765,hexx,Ecuador,1550,2015,0.73,U.S.A.,3.25,Ecuador,37.09,-95.71,738,most common,Average Amount,-78.1834,-1.8312,41,Common
766,hexx,Peru,1550,2015,0.7,U.S.A.,3.25,Peru,37.09,-95.71,738,most common,Average Amount,-75.0152,-9.189967,45,Common
767,Hogarth,Akesson's Estate,1712,2016,0.7,New Zealand,2.75,Madagascar,-40.9,174.89,17,extra rare,Average Amount,46.8691,-18.7669,3,Somewhat Rare
